Season,Teams,Pitcher,IP,H,R,ER,BB,K,HR,ERA
2016,STL,A. Wainwright,195,220,108,102,59,161,22,4.71
2016,STL,S. Oh,75,55,20,17,18,103,5,2.04
2016,STL,S. Maness,28,34,14,12,8,16,2,3.86
2016,STL,M. Wacha,135,159,86,78,45,114,15,5.20
2016,STL,T. Lyons,44,35,18,18,14,46,9,3.68
2016,STL,K. Siegrist,57,42,20,19,26,66,10,3.00
2016,STL,J. Broxton,53,52,32,29,24,57,7,4.92
2016,STL,T. Rosenthal,38,48,22,20,29,56,3,4.74
2016,STL,M. Leake,175,203,101,92,30,125,20,4.73
2016,STL,M. Bowman,60,59,31,26,20,52,4,3.90
2016,STL,J. Garcia,167,179,94,89,57,150,26,4.80
2016,STL,C. Martinez,194,169,68,66,70,174,15,3.06
2016,STL,D. Kiekhefer,17,24,13,13,7,14,2,6.88
2016,STL,R. Tejada,1,2,2,2,0,0,2,18.00
2016,STL,S. Tuivailala,8,12,6,6,6,7,0,6.75
2016,STL,M. Socolovich,15,5,4,4,5,16,2,2.40
2016,STL,M. Mayers,5,16,16,16,3,2,3,28.80
2016,STL,J. Williams,16,22,15,11,6,8,4,6.19
2016,STL,Z. Duke,18,17,5,5,13,26,0,2.50
2016,STL,A. Reyes,44,33,8,8,23,52,1,1.64
2016,STL,L. Weaver,35,46,29,23,12,45,7,5.91
2016,PIT,F. Liriano,110,115,76,69,69,116,19,5.65
2016,PIT,T. Watson,65,52,26,23,20,58,10,3.18
2016,PIT,N. Feliz,47,40,21,21,21,62,10,4.02
2016,PIT,M. Melancon,40,31,10,7,9,39,2,1.57
2016,PIT,J. Niese,107,132,63,60,38,76,21,5.05
2016,PIT,A. Caminero,34,46,17,16,22,32,4,4.24
2016,PIT,K. Lobstein,24,25,11,11,12,15,2,4.12
2016,PIT,J. Nicasio,114,117,64,59,45,138,15,4.66
2016,PIT,C. Luebke,7,15,9,9,11,9,2,11.57
2016,PIT,R. Vogelsong,80,80,51,44,40,61,11,4.95
2016,PIT,G. Cole,119,135,57,50,36,105,7,3.78
2016,PIT,J. Locke,125,151,81,77,44,73,17,5.54
2016,PIT,A.J. Schugel,48,41,22,21,13,46,4,3.94
2016,PIT,R. Scahill,15,19,10,9,6,14,1,5.40
2016,PIT,J. Hughes,49,62,24,20,22,34,6,3.67
2016,PIT,W. Boscan,15,15,11,11,7,8,2,6.60
2016,PIT,J. Taillon,104,99,40,39,17,85,13,3.38
2016,PIT,C. Partch,0,2,3,3,2,0,0,0
2016,PIT,J. Rondon,3,9,7,7,1,4,1,21.00
2016,PIT,E. Kratz,1,2,0,0,0,1,0,0.00
2016,PIT,C. Kuhl,70,73,34,33,20,53,7,4.24
2016,PIT,S. Brault,32,45,26,18,17,29,5,5.06
2016,PIT,T. Glasnow,23,22,13,11,13,24,2,4.30
2016,PIT,F. Vazquez,24,23,13,10,18,39,3,3.75
2016,PIT,A. Bastardo,20,19,13,11,11,28,3,4.95
2016,PIT,I. Nova,64,68,27,22,3,52,4,3.09
2016,PIT,K. Marte,3,5,5,0,2,1,2,0.00
2016,PIT,T. Williams,11,19,13,11,5,11,4,9.00
2016,PIT,D. Hutchison,11,15,7,7,3,10,2,5.73
2016,PIT,Z. Phillips,5,8,2,2,1,6,1,3.60
2016,PIT,W. LeBlanc,12,7,3,1,2,10,0,0.75
2016,PIT,P. Coke,3,3,0,0,3,3,0,0.00
2016,TOR,M. Stroman,210,216,110,105,57,177,24,4.50
2016,TOR,R. Osuna,78,59,23,22,14,92,9,2.54
2016,TOR,R.A. Dickey,165,169,97,84,63,126,28,4.58
2016,TOR,J. Chavez,34,43,22,21,10,42,9,5.56
2016,TOR,B. Cecil,29,39,17,16,11,49,6,4.97
2016,TOR,D. Storen,31,43,23,23,10,32,6,6.68
2016,TOR,A. Sanchez,201,166,76,71,69,171,17,3.18
2016,TOR,F. Morales,3,3,4,4,2,2,1,12.00
2016,TOR,J.A. Happ,201,181,75,72,62,172,23,3.22
2016,TOR,G. Floyd,27,23,14,14,8,30,4,4.67
2016,TOR,A. Leon,2,3,2,2,1,2,1,9.00
2016,TOR,J. Biagini,64,72,28,23,20,68,3,3.23
2016,TOR,M. Estrada,196,147,79,73,66,184,26,3.35
2016,TOR,P. Venditte,6,11,8,5,4,7,1,7.50
2016,TOR,C. Girodo,9,11,5,5,2,5,3,5.00
2016,TOR,D. Hutchison,12,13,7,7,4,12,4,5.25
2016,TOR,R. Tepera,15,17,8,6,8,18,1,3.60
2016,TOR,D. Antolin,2,4,3,3,1,1,1,13.50
2016,TOR,A. Loup,9,15,8,8,4,15,2,8.00
2016,TOR,J. Grilli,41,29,17,17,19,61,8,3.73
2016,TOR,S. Diamond,1,2,3,3,2,0,0,27.00
2016,TOR,B. Schultz,13,17,10,10,3,10,3,6.92
2016,TOR,R. Goins,1,2,0,0,1,0,0,0.00
2016,TOR,D. Barney,1,1,1,1,0,1,1,9.00
2016,TOR,J. Benoit,21,17,1,1,9,24,1,0.43
2016,TOR,S. Feldman,12,23,15,14,6,14,2,10.50
2016,TOR,D. Barnes,11,14,6,6,5,14,0,4.91
2016,TOR,F. Liriano,49,44,24,18,17,53,7,3.31
2016,TOR,M. Dermody,1,6,4,4,0,5,1,36.00
2016,TB,C. Archer,203,189,104,93,70,240,30,4.12
2016,TB,E. Romero,39,43,32,31,29,53,8,7.15
2016,TB,R. Webb,14,27,11,10,3,11,2,6.43
2016,TB,D. Eveland,17,32,23,23,19,21,3,12.18
2016,TB,D. Smyly,178,178,105,97,50,173,33,4.90
2016,TB,D. Farquhar,31,33,14,12,15,46,8,3.48
2016,TB,S. Geltz,23,24,17,17,9,25,11,6.65
2016,TB,J. Odorizzi,191,179,84,81,54,170,30,3.82
2016,TB,A. Colome,50,43,12,12,15,74,6,2.16
2016,TB,M. Moore,126,125,62,59,40,109,20,4.21
2016,TB,E. Ramirez,84,92,40,39,26,63,14,4.18
2016,TB,X. Cedeno,32,36,17,17,13,43,2,4.78
2016,TB,B. Snell,84,93,44,35,51,98,5,3.75
2016,TB,J. Marinez,3,2,1,1,0,3,1,3.00
2016,TB,M. Andriese,125,132,65,63,26,110,18,4.54
2016,TB,T. Sturdevant,14,18,8,8,6,14,1,5.14
2016,TB,R. Garton,32,44,20,19,11,33,5,5.34
2016,TB,B. Boxberger,20,23,13,13,19,22,3,5.85
2016,TB,T. Motter,0,1,0,0,0,0,0,0
2016,TB,D. Floro,13,23,8,7,5,14,0,4.85
2016,TB,K. Jepsen,15,20,13,12,9,13,5,7.20
2016,TB,A. Cobb,21,32,22,21,7,16,5,9.00
2016,TB,E. Gamboa,13,9,3,2,8,11,1,1.38
2016,TB,J. Marks,8,7,1,1,9,6,1,1.12
2016,TB,C. Whitley,13,13,7,4,3,15,2,2.77
2016,NYM,M. Harvey,89,111,55,50,25,76,8,5.06
2016,NYM,B. Colon,186,200,81,73,32,128,24,3.53
2016,NYM,J. Blevins,29,36,14,13,15,52,4,4.03
2016,NYM,N. Syndergaard,187,170,61,53,46,228,11,2.55
2016,NYM,J. Henderson,30,34,17,16,14,40,7,4.80
2016,NYM,A. Reed,69,61,18,17,15,92,4,2.22
2016,NYM,J. Familia,75,65,28,25,32,85,2,3.00
2016,NYM,J. deGrom,145,142,53,50,36,143,15,3.10
2016,NYM,H. Robles,63,69,32,30,36,85,7,4.29
2016,NYM,A. Bastardo,39,41,24,23,21,46,8,5.31
2016,NYM,L. Verrett,87,100,55,53,43,66,16,5.48
2016,NYM,S. Matz,130,129,53,50,31,129,14,3.46
2016,NYM,R. Montero,17,23,17,17,16,20,4,9.00
2016,NYM,S. Gilmartin,16,21,14,14,7,11,4,7.88
2016,NYM,E. Goeddel,29,33,20,18,14,36,5,5.59
2016,NYM,S. Lugo,62,49,19,19,21,45,7,2.76
2016,NYM,J. Niese,9,13,14,14,9,12,4,14.00
2016,NYM,J. Edgin,7,10,6,6,6,11,1,7.71
2016,NYM,G. Ynoa,16,26,13,13,7,17,0,7.31
2016,NYM,J. Smoker,13,16,10,8,4,25,4,5.54
2016,NYM,R. Gsellman,43,42,12,12,15,42,1,2.51
2016,NYM,F. Salas,15,11,4,4,0,19,3,2.40
2016,KC,E. Volquez,184,217,124,113,76,139,23,5.53
2016,KC,K. Herrera,70,59,23,22,12,88,6,2.83
2016,KC,J. Soria,62,70,31,30,27,68,10,4.35
2016,KC,L. Hochevar,32,31,17,16,9,40,6,4.50
2016,KC,W. Davis,41,33,9,9,16,47,0,1.98
2016,KC,C. Young,83,105,67,64,44,94,28,6.94
2016,KC,D. Duffy,172,163,71,70,42,188,27,3.66
2016,KC,Y. Ventura,183,190,96,92,78,144,23,4.52
2016,KC,I. Kennedy,190,173,81,80,66,184,33,3.79
2016,KC,C. Wang,49,60,27,25,18,30,6,4.59
2016,KC,D. Gee,127,150,68,66,38,93,24,4.68
2016,KC,K. Medlen,23,30,25,21,20,18,2,8.22
2016,KC,B. Flynn,50,39,19,16,23,45,5,2.88
2016,KC,S. Alexander,15,24,7,7,7,16,1,4.20
2016,KC,P. Moylan,36,43,19,17,17,34,4,4.25
2016,KC,A. Mills,2,3,5,5,5,4,0,22.50
2016,KC,D. Butera,1,1,0,0,0,1,0,0.00
2016,KC,B. Pounders,10,19,13,13,3,13,6,11.70
2016,KC,M. Strahm,17,13,4,3,11,30,0,1.59
2016,KC,K. McCarthy,6,11,8,6,5,7,1,9.00
2016,KC,J. Vargas,12,8,3,3,3,11,1,2.25
2016,SF,M. Bumgarner,237,190,82,72,57,261,27,2.73
2016,SF,G. Kontos,48,43,20,16,20,36,4,3.00
2016,SF,C. Gearrin,41,42,24,23,14,45,4,5.05
2016,SF,H. Strickland,51,51,21,21,20,60,4,3.71
2016,SF,J. Osich,24,31,20,19,19,25,7,7.12
2016,SF,J. Cueto,225,198,72,69,45,208,16,2.76
2016,SF,S. Romo,27,28,12,12,8,35,6,4.00
2016,SF,S. Casilla,53,52,23,23,19,65,8,3.91
2016,SF,J. Samardzija,209,200,93,91,55,172,25,3.92
2016,SF,J. Lopez,13,24,14,13,16,15,3,9.00
2016,SF,J. Peavy,116,134,76,73,36,102,18,5.66
2016,SF,C. Heston,4,9,6,6,6,3,0,13.50
2016,SF,M. Cain,85,103,58,56,32,72,16,5.93
2016,SF,D. Law,47,45,14,14,10,53,3,2.68
2016,SF,M. Broadway,5,9,7,7,1,4,2,12.60
2016,SF,S. Okert,11,14,5,5,4,14,2,4.09
2016,SF,V. Mazzaro,0,7,9,6,1,0,0,0
2016,SF,A. Suarez,81,84,42,40,26,54,11,4.44
2016,SF,C. Stratton,10,11,4,4,5,6,1,3.60
2016,SF,M. Reynolds,3,7,5,5,5,3,0,15.00
2016,SF,W. Smith,13,14,7,6,9,27,0,4.15
2016,SF,M. Moore,74,61,33,32,34,79,6,3.89
2016,SF,J. Nathan,3,3,0,0,2,5,0,0.00
2016,SF,T. Blach,20,10,2,2,5,13,1,0.90
2016,MIL,W. Peralta,129,160,79,75,46,96,21,5.23
2016,MIL,C. Torres,79,66,26,25,30,79,8,2.85
2016,MIL,C. Capuano,24,25,13,13,16,28,9,4.88
2016,MIL,A. Pena,1,5,5,5,2,0,3,45.00
2016,MIL,B. Boyer,60,80,30,29,17,26,4,4.35
2016,MIL,J. Nelson,175,186,108,92,86,140,25,4.73
2016,MIL,M. Blazek,37,53,31,26,27,37,7,6.32
2016,MIL,J. Jeffress,43,45,13,11,12,35,2,2.30
2016,MIL,T. Jungmann,26,30,24,23,17,18,4,7.96
2016,MIL,T. Thornburg,63,39,19,16,25,91,6,2.29
2016,MIL,C. Anderson,147,155,83,74,53,120,28,4.53
2016,MIL,S. Freeman,7,13,11,11,9,8,2,14.14
2016,MIL,T. Cravy,26,21,9,9,12,22,3,3.12
2016,MIL,Z. Davies,159,166,79,72,38,135,20,4.08
2016,MIL,D. Goforth,10,18,14,13,4,9,3,11.70
2016,MIL,J. Guerra,119,94,40,38,43,100,10,2.87
2016,MIL,M. Kirkman,1,1,1,1,1,1,0,9.00
2016,MIL,J. Marinez,51,60,24,21,21,47,3,3.71
2016,MIL,W. Smith,17,18,13,9,9,22,3,4.76
2016,MIL,N. Ramirez,1,2,2,2,0,3,2,18.00
2016,MIL,J. Barnes,24,24,9,8,6,26,1,3.00
2016,MIL,C. Knebel,31,32,20,17,16,38,3,4.94
2016,MIL,M. Garza,99,117,67,51,36,70,11,4.64
2016,MIL,R. Scahill,17,16,5,5,3,14,1,2.65
2016,MIL,D. Magnifico,3,2,2,2,3,0,0,6.00
2016,MIL,B. Suter,20,25,8,8,5,15,3,3.60
2016,MIL,B. Rowen,3,10,6,5,0,2,0,15.00
2016,MIN,E. Santana,178,168,78,68,53,149,19,3.44
2016,MIN,R. Pressly,66,79,34,31,23,67,8,4.23
2016,MIN,C. Fien,11,21,12,12,3,12,5,9.82
2016,MIN,F. Abad,26,27,11,10,14,29,2,3.46
2016,MIN,T. May,37,39,26,25,17,60,7,6.08
2016,MIN,K. Jepsen,27,42,22,21,12,22,7,7.00
2016,MIN,K. Gibson,144,175,89,83,55,104,20,5.19
2016,MIN,P. Hughes,57,76,40,39,13,34,11,6.16
2016,MIN,T. Milone,64,84,53,44,22,49,15,6.19
2016,MIN,M. Tonkin,57,80,46,40,24,80,13,6.32
2016,MIN,G. Perkins,2,5,2,2,1,3,0,9.00
2016,MIN,R. Nolasco,121,139,77,71,29,93,18,5.28
2016,MIN,T. Rogers,52,63,29,27,16,64,7,4.67
2016,MIN,R. O'Rourke,19,18,13,11,10,24,3,5.21
2016,MIN,T. Duffey,128,167,103,95,32,114,25,6.68
2016,MIN,J. Berrios,56,74,56,52,35,49,12,8.36
2016,MIN,A. Meyer,3,8,5,5,4,5,1,15.00
2016,MIN,J.R. Graham,1,3,2,2,1,2,0,18.00
2016,MIN,B. Kintzler,49,59,22,19,8,35,5,3.49
2016,MIN,P. Dean,65,88,47,47,23,50,13,6.51
2016,MIN,B. Boshers,29,35,21,17,7,37,3,5.28
2016,MIN,J. Chargois,20,25,12,12,12,17,0,5.40
2016,MIN,N. Ramirez,13,15,10,10,10,11,5,6.92
2016,MIN,H. Santiago,59,65,39,38,22,37,13,5.80
2016,MIN,E. Escobar,1,1,0,0,0,0,0,0.00
2016,MIN,A. Albers,16,27,16,11,6,16,5,6.19
2016,MIN,A. Mejia,2,5,2,2,1,0,0,9.00
2016,MIN,P. Light,10,15,14,14,15,14,2,12.60
2016,MIN,A. Wimmers,14,14,8,8,11,14,2,5.14
2016,BAL,C. Tillman,171,159,75,74,67,144,20,3.89
2016,BAL,T. Wilson,91,110,57,55,24,55,15,5.44
2016,BAL,M. Givens,68,59,28,26,37,101,6,3.44
2016,BAL,B. Brach,72,59,23,18,26,96,7,2.25
2016,BAL,D. O'Day,29,26,13,13,15,41,6,4.03
2016,BAL,Z. Britton,62,38,7,4,18,75,1,0.58
2016,BAL,Y. Gallardo,116,126,74,71,61,85,16,5.51
2016,BAL,U. Jimenez,138,153,96,89,72,125,17,5.80
2016,BAL,D. Bundy,104,109,52,49,42,104,18,4.24
2016,BAL,T.J. McFarland,22,33,19,19,10,7,3,7.77
2016,BAL,V. Worley,85,91,40,36,36,61,12,3.81
2016,BAL,M. Wright Jr.,72,81,53,48,26,50,12,6.00
2016,BAL,B. Matusz,4,11,8,8,7,1,3,18.00
2016,BAL,K. Gausman,177,183,76,72,47,174,28,3.66
2016,BAL,A. Tolliver,3,5,4,3,3,5,1,9.00
2016,BAL,B. Duensing,11,13,6,6,3,11,2,4.91
2016,BAL,O. Despaigne,24,32,18,17,15,17,3,6.38
2016,BAL,O. Drake,15,11,11,8,7,21,2,4.80
2016,BAL,C. Roe,8,8,4,4,7,11,2,4.50
2016,BAL,A. Miranda,2,4,3,3,0,4,0,13.50
2016,BAL,J. Aquino,1,1,0,0,0,3,0,0.00
2016,BAL,D. Hart,13,12,1,1,6,12,1,0.69
2016,BAL,L. Ondrusek,5,9,7,7,3,4,1,12.60
2016,BAL,W. Miley,52,70,38,37,15,55,7,6.40
2016,BAL,R. Flaherty,1,3,2,2,0,0,1,18.00
2016,BAL,P. Bridwell,3,5,5,5,1,3,2,15.00
2016,BAL,T. Hunter,10,14,3,3,3,6,0,2.70
2016,SEA,F. Hernandez,150,138,76,65,65,122,19,3.90
2016,SEA,M. Montgomery,57,49,18,16,18,54,3,2.53
2016,SEA,H. Iwakuma,194,218,95,91,46,146,28,4.22
2016,SEA,N. Vincent,52,53,26,25,15,65,11,4.33
2016,SEA,J. Peralta,20,24,14,14,6,26,7,6.30
2016,SEA,T. Zych,11,10,6,5,10,21,0,4.09
2016,SEA,W. Miley,109,117,62,62,34,82,18,5.12
2016,SEA,J. Benoit,20,19,16,14,15,28,4,6.30
2016,SEA,S. Cishek,58,44,21,20,21,74,8,3.10
2016,SEA,T. Walker,131,135,81,68,37,120,30,4.67
2016,SEA,N. Karns,92,95,55,54,45,101,11,5.28
2016,SEA,V. Nuno,54,70,23,23,12,51,11,3.83
2016,SEA,M. Guaipe,6,8,6,4,4,5,0,6.00
2016,SEA,S. Johnson,13,10,8,8,10,14,3,5.54
2016,SEA,J. Paxton,118,134,62,51,24,117,9,3.89
2016,SEA,C. Martin,23,28,11,11,9,15,5,4.30
2016,SEA,E. Diaz,46,45,16,16,15,88,5,3.13
2016,SEA,D. Rollins,7,12,8,8,7,6,2,10.29
2016,SEA,A. Sampson,4,8,4,4,1,2,2,9.00
2016,SEA,J. Aro,0,1,0,0,1,0,0,0
2016,SEA,T. Wilhelmsen,21,22,10,10,10,17,4,4.29
2016,SEA,W. LeBlanc,49,52,27,25,9,41,14,4.59
2016,SEA,D. Roach,4,7,5,5,2,2,1,11.25
2016,SEA,D. Storen,15,13,7,7,3,16,1,4.20
2016,SEA,L. Sardinas,1,0,0,0,0,0,0,0.00
2016,SEA,A. Miranda,55,43,25,22,18,40,12,3.60
2016,SEA,B. Parker,1,1,0,0,1,0,0,0.00
2016,SEA,A. Caminero,17,21,14,8,11,18,3,4.24
2016,SEA,J. Wieland,5,9,6,6,0,3,1,10.80
2016,SEA,D. Altavilla,10,11,1,1,1,10,0,0.90
2016,SEA,P. Venditte,16,19,14,13,8,13,6,7.31
2016,SEA,E. Scribner,12,5,0,0,2,15,0,0.00
2016,TEX,C. Hamels,199,191,90,80,80,201,25,3.62
2016,TEX,J. Diekman,44,41,25,23,28,60,5,4.70
2016,TEX,S. Tolleson,31,53,32,31,10,29,8,9.00
2016,TEX,M. Perez,201,207,112,99,81,110,18,4.43
2016,TEX,T. Barnette,55,57,16,14,16,50,4,2.29
2016,TEX,T. Wilhelmsen,20,38,25,25,9,11,7,11.25
2016,TEX,A. Faulkner,4,8,7,5,4,1,3,11.25
2016,TEX,C. Lewis,117,108,58,53,28,75,21,4.08
2016,TEX,K. Kela,31,30,23,23,17,46,6,6.68
2016,TEX,S. Dyson,68,66,19,19,23,57,5,2.51
2016,TEX,D. Holland,104,116,62,59,35,67,15,5.11
2016,TEX,A.J. Griffin,114,116,68,67,46,107,28,5.29
2016,TEX,P. Klein,8,8,5,5,2,12,2,5.62
2016,TEX,A. Claudio,50,59,20,17,13,34,2,3.06
2016,TEX,N. Martinez,36,45,24,24,19,16,8,6.00
2016,TEX,C. Ramos,44,60,34,32,20,27,12,6.55
2016,TEX,A. Ranaudo,3,2,7,7,8,2,1,21.00
2016,TEX,M. Bush,60,45,19,17,16,67,4,2.55
2016,TEX,L. Jackson,10,22,14,14,8,3,4,12.60
2016,TEX,Y. Darvish,103,86,48,43,32,136,16,3.76
2016,TEX,C. Gonzalez,9,21,13,10,9,7,1,10.00
2016,TEX,B. Holaday,1,0,0,0,0,0,0,0.00
2016,TEX,M. Roth,3,10,6,6,1,3,3,18.00
2016,TEX,J. Leclerc,12,11,4,3,13,15,0,2.25
2016,TEX,J. Hoying,1,1,1,1,0,0,1,9.00
2016,TEX,K. Lohse,9,15,13,13,5,3,4,13.00
2016,TEX,D. Alvarez,9,17,11,10,2,13,3,10.00
2016,TEX,L. Harrell,17,21,11,11,13,15,3,5.82
2016,TEX,J. Jeffress,14,11,5,4,8,8,0,2.57
2016,TEX,Y. Mendez,3,5,6,6,2,0,0,18.00
2016,TEX,T. Scheppers,7,6,4,4,3,5,0,5.14
2016,WSH,M. Scherzer,238,175,82,80,58,296,34,3.03
2016,WSH,F. Vazquez,42,43,26,25,15,53,4,5.36
2016,WSH,S. Kelley,48,42,19,17,11,83,9,3.19
2016,WSH,Ó. Perez,31,39,22,22,21,49,4,6.39
2016,WSH,B. Treinen,54,54,21,19,31,68,5,3.17
2016,WSH,J. Papelbon,32,37,18,17,14,31,3,4.78
2016,WSH,S. Strasburg,144,119,59,59,44,183,15,3.69
2016,WSH,T. Roark,211,180,74,68,76,173,18,2.90
2016,WSH,Y. Petit,57,67,33,31,15,49,12,4.89
2016,WSH,M. Belisle,40,43,13,9,7,32,2,2.02
2016,WSH,J. Ross,104,111,47,45,31,96,10,3.89
2016,WSH,G. Gonzalez,177,183,101,93,60,175,20,4.73
2016,WSH,S. Solís,39,34,13,12,23,49,1,2.77
2016,WSH,R. Martin,2,0,1,1,1,5,0,4.50
2016,WSH,L. Giolito,20,26,18,16,12,11,7,7.20
2016,WSH,R. Lopez,43,49,28,25,23,45,4,5.23
2016,WSH,K. Glover,17,15,12,11,7,16,3,5.82
2016,WSH,M. Melancon,32,24,6,6,5,32,1,1.69
2016,WSH,A.J. Cole,37,37,24,22,14,39,7,5.35
2016,WSH,M. Rzepczynski,9,8,4,3,9,12,0,3.00
2016,WSH,S. Burnett,3,5,2,2,1,3,1,6.00
2016,WSH,M. Grace,0,1,0,0,0,4,0,0
2016,WSH,M. Latos,8,11,7,7,5,10,1,7.88
2016,WSH,T. Gott,2,6,1,1,3,6,0,4.50
2016,ATL,J. Teheran,185,157,70,67,41,167,22,3.26
2016,ATL,D. Winkler,2,0,0,0,1,4,0,0.00
2016,ATL,A. Vizcaino,35,37,25,19,26,50,3,4.89
2016,ATL,J. Grilli,14,16,11,10,13,23,2,6.43
2016,ATL,E. O'Flaherty,22,39,25,22,11,22,3,9.00
2016,ATL,J. Johnson,60,57,23,22,20,68,3,3.30
2016,ATL,B. Norris,68,68,34,33,28,60,6,4.37
2016,ATL,A. Ogando,24,32,18,14,23,29,2,5.25
2016,ATL,J. Gant,46,54,32,27,21,49,7,5.28
2016,ATL,M. Wisler,152,159,90,87,49,115,26,5.15
2016,ATL,J. Ramirez,28,26,16,13,18,33,2,4.18
2016,ATL,W. Perez,51,57,37,36,15,27,7,6.35
2016,ATL,C. Withrow,30,29,16,15,17,28,5,4.50
2016,ATL,J. Chacin,25,29,17,16,8,27,4,5.76
2016,ATL,H. Cervenka,24,20,14,12,23,35,2,4.50
2016,ATL,R. Weber,33,46,22,22,5,23,7,6.00
2016,ATL,C. Kelly,20,30,14,14,7,7,1,6.30
2016,ATL,M. Marksberry,2,5,2,2,1,2,1,9.00
2016,ATL,A. Blair,67,82,61,59,34,46,14,7.93
2016,ATL,M. Foltynewicz,119,125,61,59,35,111,18,4.46
2016,ATL,I. Krol,40,54,19,18,13,56,4,4.05
2016,ATL,D. Alvarez,12,11,5,5,5,28,3,3.75
2016,ATL,T. Jenkins,49,55,35,34,33,26,11,6.24
2016,ATL,M. Cabrera,33,31,14,12,19,32,0,3.27
2016,ATL,J. De La Cruz,58,65,40,34,22,37,10,5.28
2016,ATL,L. Harrell,28,25,13,11,12,21,1,3.54
2016,ATL,R. Whalen,24,20,20,18,12,25,4,6.75
2016,ATL,B. Cunniff,15,14,9,8,9,16,2,4.80
2016,ATL,R. Hernandez,9,13,8,8,1,6,4,8.00
2016,ATL,M. Younginer,4,12,5,5,4,4,0,11.25
2016,ATL,C. Roe,17,14,8,8,7,26,0,4.24
2016,ATL,J. Hursh,1,4,5,5,3,1,0,45.00
2016,ATL,S. Simmons,6,6,1,1,0,3,0,1.50
2016,ATL,J. Bradley,6,7,4,4,6,4,0,6.00
2016,ATL,J. Collmenter,19,15,5,5,5,16,3,2.37
2016,PHI,J. Hellickson,186,173,86,78,45,154,24,3.77
2016,PHI,J. Gomez,65,78,38,37,22,47,6,5.12
2016,PHI,D. Hernandez,65,77,31,31,32,80,11,4.29
2016,PHI,J. Russell,3,9,9,9,5,4,2,27.00
2016,PHI,H. Neris,73,59,26,23,30,102,9,2.84
2016,PHI,A. Nola,110,116,68,59,29,121,10,4.83
2016,PHI,D. Hinojosa,8,10,4,4,3,8,1,4.50
2016,PHI,C. Morton,16,15,8,8,8,19,1,4.50
2016,PHI,D. Stumpf,4,9,6,6,2,2,1,13.50
2016,PHI,B. Oberholtzer,47,58,28,27,20,38,11,5.17
2016,PHI,J. Eickhoff,194,187,88,80,42,167,30,3.71
2016,PHI,V. Velasquez,128,129,64,60,45,152,21,4.22
2016,PHI,E. Araujo,21,35,22,17,17,29,4,7.29
2016,PHI,A. Bailey,27,32,23,23,15,33,6,7.67
2016,PHI,L. Garcia,12,21,11,11,8,14,2,8.25
2016,PHI,A. Morgan,111,141,81,75,29,95,23,6.08
2016,PHI,C. Murray,28,34,22,22,13,31,6,7.07
2016,PHI,Z. Eflin,62,67,42,39,17,31,12,5.66
2016,PHI,S. Gonzalez,31,40,22,22,7,34,4,6.39
2016,PHI,E. Ramos,36,36,18,17,11,40,5,4.25
2016,PHI,P. Klein,10,15,10,10,7,7,0,9.00
2016,PHI,M. Mariot,16,18,14,14,14,23,5,7.88
2016,PHI,J. Thompson,53,53,34,34,28,32,10,5.77
2016,PHI,F. Herrmann,12,20,16,14,5,14,7,10.50
2016,PHI,P. Schuster,0,6,11,10,4,2,1,0
2016,PHI,A. Asher,27,22,11,7,4,13,1,2.33
2016,PHI,J. Rodriguez,7,8,3,3,4,7,0,3.86
2016,CIN,R. Iglesias,76,63,22,22,26,83,7,2.61
2016,CIN,J. Diaz,37,36,20,15,19,37,8,3.65
2016,CIN,T. Cingrani,56,54,30,29,37,49,5,4.66
2016,CIN,R. Ohlendorf,60,59,35,34,32,68,14,5.10
2016,CIN,J.J. Hoover,16,29,29,28,12,15,9,15.75
2016,CIN,B. Finnegan,169,150,86,76,84,145,29,4.05
2016,CIN,C. Cotham,22,32,21,20,12,21,3,8.18
2016,CIN,B. Wood,68,72,38,34,38,81,9,4.50
2016,CIN,R. Stephenson,36,41,26,25,19,31,9,6.25
2016,CIN,K. Sampson,36,40,24,19,27,42,9,4.75
2016,CIN,A. Simon,56,89,64,61,31,39,15,9.80
2016,CIN,T. Melville,9,16,12,11,9,8,5,11.00
2016,CIN,D. Straily,187,154,80,80,73,162,31,3.85
2016,CIN,J. Moscot,20,26,22,19,10,10,10,8.55
2016,CIN,D. Hayes,8,15,10,9,6,8,3,10.12
2016,CIN,J. Ramirez,29,35,24,23,9,28,7,7.14
2016,CIN,T. Adleman,69,64,32,31,20,47,13,4.04
2016,CIN,J. Lamb,68,84,54,50,31,58,14,6.62
2016,CIN,S. Delabar,7,5,6,6,10,10,1,7.71
2016,CIN,L. Somsen,2,6,5,5,3,2,2,22.50
2016,CIN,D. Diaz,4,10,9,7,7,3,2,15.75
2016,CIN,D. Wright,12,25,16,11,2,6,2,8.25
2016,CIN,A.J. Morris,9,9,7,7,8,9,2,7.00
2016,CIN,J. Smith,55,57,32,31,26,48,11,5.07
2016,CIN,A. DeSclafani,122,120,51,45,30,105,16,3.32
2016,CIN,C. Reed,47,67,47,39,19,43,12,7.47
2016,CIN,M. Lorenzen,47,41,16,16,13,48,5,3.06
2016,CIN,H. Bailey,22,35,19,17,7,27,2,6.95
2016,CIN,T. Holt,1,0,0,0,0,0,0,0.00
2016,CIN,W. Peralta,6,11,7,7,7,5,1,10.50
2016,CIN,A. De Los Santos,5,7,7,7,4,2,1,12.60
