Season,Teams,Pitcher,IP,H,R,ER,BB,K,HR,ERA
2019,DET,A. Adams,13,14,8,8,10,9,2,5.54
2019,DET,C. Torres,6,9,5,5,1,8,2,7.50
2019,DET,T. Alexander,52,68,30,29,7,47,9,5.02
2019,DET,T. Rosenthal,8,3,8,7,11,12,0,7.88
2019,DET,M. Hall,20,28,20,20,15,27,4,9.00
2019,DET,E. Jackson,38,56,40,37,19,33,11,8.76
2019,DET,B. Garcia,6,9,9,9,5,7,1,13.50
2019,PHI,N. Pivetta,93,106,67,59,41,97,21,5.71
2019,PHI,P. Beato,2,2,0,0,1,4,0,0.00
2019,PHI,P. Neshek,18,23,11,10,5,9,5,5.00
2019,PHI,D. Robertson,7,9,5,5,7,6,2,6.43
2019,PHI,H. Neris,62,46,24,22,24,92,10,3.19
2019,PHI,A. Morgan,23,21,14,13,10,30,4,5.09
2019,PHI,V. Velasquez,115,125,72,67,46,139,28,5.24
2019,PHI,A. Brown,0,0,0,0,0,0,0,0
2019,PHI,Y. Rios,4,7,7,4,4,3,2,9.00
2019,PHI,J. Alvarez,50,70,27,24,19,53,9,4.32
2019,PHI,J. Martin,2,3,2,2,1,1,2,9.00
2019,PHI,T. Windle,1,0,0,0,0,2,0,0.00
2019,PHI,J. Eickhoff,62,60,38,38,21,57,19,5.52
2019,PHI,V. Arano,4,4,5,5,4,7,2,11.25
2019,PHI,S. Dominguez,24,27,14,12,12,32,3,4.50
2019,PHI,T. Bettencourt,1,1,2,2,1,0,0,18.00
2019,PHI,Z. Eflin,165,177,92,79,48,135,30,4.31
2019,PHI,E. Ramos,11,19,10,9,7,12,5,7.36
2019,PHI,C. Irvin,42,49,29,28,14,33,7,6.00
2019,PHI,J. Nicasio,41,58,28,26,21,45,5,5.71
2019,PHI,J. Singer,0,0,0,0,0,0,0,0
2019,PHI,J. Arrieta,140,155,78,72,51,118,22,4.63
2019,PHI,A. Nola,197,176,91,87,80,229,27,3.97
2019,PHI,A. Altherr,1,2,1,1,0,2,0,9.00
2019,PHI,D. Anderson,6,6,5,5,6,6,1,7.50
2019,PHI,A. Davis,20,22,15,15,14,24,6,6.75
2019,PHI,E. De Los Santos,11,13,9,9,5,9,4,7.36
2019,PHI,E. Garcia,33,38,25,25,26,45,11,6.82
2019,PHI,J. Hammer,16,15,8,8,12,13,2,4.50
2019,PHI,R. Suarez,43,52,18,17,12,42,6,3.56
2019,PHI,S. Rodriguez,1,0,0,0,0,1,0,0.00
2019,PHI,F. Salas,2,8,2,2,0,3,1,9.00
2019,PHI,T. Hunter,5,2,0,0,0,5,0,0.00
2019,PHI,R. Quinn,3,7,3,3,3,1,0,9.00
2019,PHI,M. Morin,23,26,18,18,8,15,3,7.04
2019,PHI,D. Smyly,60,62,34,31,21,68,13,4.65
2019,PHI,B. Parker,22,19,14,14,6,31,6,5.73
2019,PHI,J. Vargas,53,60,39,33,24,43,7,5.60
2019,PHI,J. Hughes,18,16,10,10,8,20,7,5.00
2019,PHI,N. Vincent,13,11,3,3,4,17,1,2.08
2019,MIA,P. Lopez,115,113,64,63,27,100,15,4.93
2019,MIA,T. Guerrero,41,43,34,32,37,45,7,7.02
2019,MIA,A. Conley,55,76,45,44,29,55,10,7.20
2019,MIA,M. Kickham,1,1,0,0,0,0,0,0.00
2019,MIA,S. Romo,36,33,18,15,13,34,4,3.75
2019,MIA,W. Chen,69,94,59,55,18,66,17,7.17
2019,MIA,D. Steckenrider,14,10,11,11,6,16,7,7.07
2019,MIA,N. Anderson,40,40,19,19,16,70,5,4.28
2019,MIA,D. Straily,5,4,4,2,2,4,0,3.60
2019,MIA,R. Ferrell,0,1,1,1,3,1,0,0
2019,MIA,A. Brice,41,38,21,17,18,46,7,3.73
2019,MIA,T. Kinley,42,44,20,20,36,48,5,4.29
2019,MIA,J. Urena,86,99,53,49,26,64,13,5.13
2019,MIA,C. Smith,155,136,87,82,61,174,34,4.76
2019,MIA,B. Moran,5,7,3,3,2,11,1,5.40
2019,MIA,Z. Gallen,41,27,13,12,18,50,4,2.63
2019,MIA,R.J. Alvarez,1,0,0,0,0,1,0,0.00
2019,MIA,T. Eveld,0,1,1,0,0,0,0,0
2019,MIA,T. Richards,109,104,56,56,51,103,16,4.62
2019,MIA,S. Alcantara,194,179,94,85,81,151,23,3.94
2019,MIA,J. Garcia,43,40,17,17,16,39,4,3.56
2019,MIA,J. Quijada,24,27,20,19,26,44,10,7.12
2019,MIA,E. Hernandez,80,76,49,46,26,85,20,5.17
2019,MIA,J. Brigham,35,36,20,19,14,39,8,4.89
2019,MIA,J. Yamamoto,77,54,42,39,36,82,11,4.56
2019,MIA,K. Keller,9,5,4,4,8,11,3,4.00
2019,MIA,R. Dugger,34,33,26,22,17,25,6,5.82
2019,MIA,H. Noesi,26,30,26,26,14,24,7,9.00
2019,MIA,R. Stanek,18,17,15,13,19,28,4,6.50
2019,MIA,B. Holaday,0,0,0,0,0,0,0,0
2019,MIA,Josh D. Smith,3,3,4,4,3,2,0,12.00
2019,STL,D. Ponce de Leon,49,42,26,25,25,55,7,4.59
2019,STL,M. Mayers,19,24,14,14,11,21,3,6.63
2019,STL,T. Layne,0,1,1,1,1,0,0,0
2019,STL,D. Leone,36,44,30,27,24,47,9,6.75
2019,STL,A. Reyes,4,2,5,5,7,3,1,11.25
2019,STL,T. Webb,45,40,26,25,24,56,7,5.00
2019,STL,J. Woodford,4,5,3,3,2,1,0,6.75
2019,STL,W. Perez,2,0,0,0,1,1,0,0.00
2019,STL,A. Miller,46,46,32,27,30,80,11,5.28
2019,STL,J. Brebbia,63,65,33,31,28,90,7,4.43
2019,STL,J. Hicks,28,17,10,10,11,31,2,3.21
2019,STL,C. Beck,3,3,1,1,0,2,1,3.00
2019,STL,C. Shreve,2,2,2,2,3,3,1,9.00
2019,STL,J. Cruz,1,2,1,1,1,0,0,9.00
2019,STL,E. Kruczynski,0,0,4,4,3,0,0,0
2019,STL,J. Fasola,1,1,0,0,1,1,0,0.00
2019,STL,K. Whitley,2,1,0,0,0,4,0,0.00
2019,STL,J. Gant,62,59,32,30,36,64,5,4.35
2019,STL,M. Mikolas,197,209,96,91,38,155,29,4.16
2019,STL,D. Hudson,180,173,91,70,91,141,23,3.50
2019,STL,J. Flaherty,219,159,74,72,61,264,28,2.96
2019,STL,M. Wacha,119,140,70,66,54,103,26,4.99
2019,STL,A. Wainwright,183,194,86,83,67,172,23,4.08
2019,STL,G. Gallegos,68,47,20,20,19,102,9,2.65
2019,STL,R. Helsley,38,35,13,12,13,40,5,2.84
2019,STL,J. Gyorko,0,0,0,0,0,1,0,0
2019,STL,L. Gregerson,4,11,5,5,1,2,0,11.25
2019,STL,C. Martinez,42,42,23,22,22,59,3,4.71
2019,STL,G. Cabrera,19,24,16,11,11,20,2,5.21
2019,STL,A. Mejia,2,8,3,3,1,2,0,13.50
2019,STL,J. Fernandez,9,9,7,7,6,16,2,7.00
2019,NYY,J. Holder,40,43,32,29,12,46,8,6.53
2019,NYY,N. Cortes Jr.,67,81,46,43,29,75,17,5.78
2019,NYY,J. Harvey,11,14,7,6,7,15,2,4.91
2019,NYY,R. Brothers,1,0,0,0,3,3,0,0.00
2019,NYY,D. German,143,131,74,69,39,157,33,4.34
2019,NYY,S. Tarpley,24,37,22,21,15,36,7,7.88
2019,NYY,J. Reeves,0,2,2,2,2,0,0,0
2019,NYY,C. Coshow,1,5,4,4,0,2,0,36.00
2019,NYY,P. Diehl,1,1,0,0,0,2,0,0.00
2019,NYY,J. Loaisiga,36,37,20,19,19,47,8,4.75
2019,NYY,Z. Britton,64,40,14,14,39,60,4,1.97
2019,NYY,A. Ottavino,60,55,21,17,43,95,6,2.55
2019,NYY,D. Hale,37,41,14,14,9,27,2,3.41
2019,NYY,M. Tanaka,196,195,100,94,44,164,29,4.32
2019,NYY,A. Chapman,59,41,20,16,31,95,4,2.44
2019,NYY,C. Green,70,73,40,37,20,106,12,4.76
2019,NYY,G. Gonzalez,2,4,5,4,2,0,1,18.00
2019,NYY,B. Kriske,1,2,2,2,2,2,0,18.00
2019,NYY,B. Bristo,0,0,0,0,0,0,0,0
2019,NYY,J. Paxton,164,157,78,71,63,211,25,3.90
2019,NYY,L. Cessa,81,79,43,38,32,80,14,4.22
2019,NYY,J.P. Feyereisen,1,0,0,0,0,1,0,0.00
2019,NYY,D. Alvarez,1,1,0,0,1,1,0,0.00
2019,NYY,T. Kahnle,58,52,31,29,24,97,10,4.50
2019,NYY,J.A. Happ,160,162,89,89,51,143,35,5.01
2019,NYY,C. Sabathia,106,112,64,59,39,107,27,5.01
2019,NYY,J. Barrett,3,6,6,6,2,4,2,18.00
2019,NYY,C. Adams,23,39,25,24,11,23,7,9.39
2019,NYY,A. Romine,1,4,3,3,0,0,2,27.00
2019,NYY,J. Mantiply,3,3,3,3,2,2,1,9.00
2019,NYY,B. Lail,2,2,3,3,1,2,1,13.50
2019,NYY,A. Rosa,2,1,1,1,0,2,1,4.50
2019,NYY,M. Ford,2,6,5,5,0,1,2,22.50
2019,NYY,C. Gearrin,11,17,7,7,4,8,2,5.73
2019,NYY,R. Dull,2,5,5,5,3,4,0,22.50
2019,NYY,T. Lyons,8,7,4,4,2,16,3,4.50
2019,NYY,B. Heller,7,6,1,1,3,9,1,1.29
2019,NYY,J. Montgomery,4,7,3,3,0,5,1,6.75
2019,NYY,D. Betances,0,0,0,0,0,2,0,0
2019,NYY,L. Severino,20,15,4,4,11,27,2,1.80
2019,NYY,M. King,2,2,1,0,0,1,0,0.00
2019,HOU,W. Miley,169,171,87,77,64,146,24,4.10
2019,HOU,J. James,67,59,41,37,44,115,12,4.97
2019,HOU,W. Harris,63,50,16,12,15,75,8,1.71
2019,HOU,D. Deetz,2,0,0,0,1,2,0,0.00
2019,HOU,R. Guduan,6,9,7,7,4,9,3,10.50
2019,HOU,C. Martin,25,28,19,17,16,30,11,6.12
2019,HOU,C. Devenski,69,72,42,40,23,78,14,5.22
2019,HOU,J.B. Bukauskas,6,3,2,2,4,8,1,3.00
2019,HOU,B. McCurry,2,2,0,0,1,2,0,0.00
2019,HOU,B. Peacock,96,87,48,47,36,107,15,4.41
2019,HOU,F. Valdez,71,79,56,51,46,71,9,6.46
2019,HOU,K. Emanuel,1,0,0,0,0,1,0,0.00
2019,HOU,R. Garza Jr.,1,1,0,0,2,1,0,0.00
2019,HOU,J. Verlander,260,169,83,81,56,347,44,2.80
2019,HOU,R. Osuna,71,52,24,23,17,83,9,2.92
2019,HOU,H. Rondon,56,59,26,26,21,51,10,4.18
2019,HOU,R. Pressly,55,49,23,21,15,82,6,3.44
2019,HOU,G. Cole,252,168,76,69,60,378,33,2.46
2019,HOU,K. Scheetz,1,0,0,0,0,2,0,0.00
2019,HOU,F. Whitley,3,6,3,3,1,2,1,9.00
2019,HOU,C. Sneed,21,31,16,16,5,24,6,6.86
2019,HOU,C. McHugh,71,62,41,39,30,82,12,4.94
2019,HOU,T. White,2,7,8,8,5,2,4,36.00
2019,HOU,B. Rodgers,5,7,9,9,3,4,4,16.20
2019,HOU,C. Perez,9,11,10,10,2,7,3,10.00
2019,HOU,R. Armenteros,18,17,9,8,5,18,1,4.00
2019,HOU,M. Stassi,0,0,0,0,0,0,0,0
2019,HOU,J. Urquidy,48,47,19,19,9,52,7,3.56
2019,HOU,J. Smith,29,25,9,8,7,29,3,2.48
2019,HOU,B. Abreu,7,6,3,3,5,13,1,3.86
2019,HOU,A. Sanchez,18,14,10,10,9,16,5,5.00
2019,HOU,J. Biagini,13,21,13,12,9,10,6,8.31
2019,HOU,Z. Greinke,85,82,38,34,19,77,12,3.60
2019,PIT,J. Musgrove,172,176,101,87,39,161,21,4.55
2019,PIT,M. Feliz,50,47,29,27,27,72,12,4.86
2019,PIT,N. Burdi,8,12,9,9,6,18,1,10.12
2019,PIT,C. Holmes,46,42,32,27,34,55,4,5.28
2019,PIT,B. Maurer,3,1,0,0,2,1,0,0.00
2019,PIT,C. Archer,122,118,76,72,58,149,26,5.31
2019,PIT,T. Lyons,6,7,5,5,3,10,1,7.50
2019,PIT,K. Crick,45,42,30,27,35,61,10,5.40
2019,PIT,M. Eckelman,1,0,0,0,0,1,0,0.00
2019,PIT,M. DuRapau,18,29,26,19,10,25,4,9.50
2019,PIT,F. Liriano,64,65,33,28,38,65,8,3.94
2019,PIT,G. Hartlieb,32,55,38,38,18,38,9,10.69
2019,PIT,A. German,1,2,1,1,2,0,0,9.00
2019,PIT,T. Scioneaux,3,1,0,0,0,1,0,0.00
2019,PIT,B. Waddell,1,2,1,1,1,2,0,9.00
2019,PIT,J. Lyles,85,95,56,52,33,95,17,5.51
2019,PIT,R. Rodriguez,59,65,30,27,24,63,14,4.12
2019,PIT,K. Kela,30,20,11,11,14,35,3,3.30
2019,PIT,F. Vazquez,57,43,12,11,14,93,5,1.74
2019,PIT,J. Taillon,41,42,28,21,8,33,4,4.61
2019,PIT,V. Campos,2,1,2,0,1,2,0,0.00
2019,PIT,B. Sulser,0,4,4,4,0,0,0,0
2019,PIT,M. Wallace,0,2,2,2,1,0,0,0
2019,PIT,T. Williams,141,160,91,86,42,108,26,5.49
2019,PIT,N. Kingham,36,55,38,38,17,34,7,9.50
2019,PIT,S. Brault,111,119,70,66,53,102,15,5.35
2019,PIT,A. McRae,28,40,35,31,18,20,12,9.96
2019,PIT,E. Vera,5,3,1,1,0,0,1,1.80
2019,PIT,J. Shuck,1,1,0,0,1,0,0,0.00
2019,PIT,D. Neverauskas,8,15,11,11,7,10,2,12.38
2019,PIT,C. Stratton,44,50,22,19,15,47,7,3.89
2019,PIT,R. Davis,10,12,8,8,8,10,3,7.20
2019,PIT,M. Keller,47,72,41,38,16,65,6,7.28
2019,PIT,D. Agrazal,72,82,43,40,18,41,15,5.00
2019,PIT,L. Escobar,5,10,5,5,4,2,1,9.00
2019,PIT,J. Stallings,1,0,0,0,0,0,0,0.00
2019,PIT,J. Osuna,2,3,1,1,0,0,1,4.50
2019,PIT,Y. Ramirez,12,19,15,12,7,16,2,9.00
2019,PIT,P. Markel,15,16,12,11,13,21,3,6.60
2019,PIT,Y. Rios,9,10,6,6,5,10,2,6.00
2019,PIT,W. Wang,2,5,3,3,3,2,0,13.50
2019,PIT,J. Marvel,17,25,16,16,6,9,4,8.47
2019,PIT,W. Jerez,2,5,3,3,3,5,1,13.50
2019,MIN,M. Pineda,154,146,71,67,31,152,25,3.92
2019,MIN,T. Collins,0,0,0,0,0,1,0,0
2019,MIN,T. May,58,46,24,21,28,83,8,3.26
2019,MIN,B. Parker,34,35,18,17,16,36,7,4.50
2019,MIN,F. Romero,12,22,16,15,13,18,2,11.25
2019,MIN,K. Comer,0,1,1,1,1,0,0,0
2019,MIN,M. Morin,22,25,14,11,2,14,4,4.50
2019,MIN,K. Gibson,158,184,107,94,60,163,25,5.35
2019,MIN,D.J. Baxendale,2,7,4,3,1,1,2,13.50
2019,MIN,R. Harper,46,54,26,23,10,53,7,4.50
2019,MIN,T. Rogers,64,63,23,23,11,95,9,3.23
2019,MIN,T. Hildenberger,14,34,21,21,7,16,2,13.50
2019,MIN,P. Guilmet,2,2,0,0,1,4,0,0.00
2019,MIN,J. Berrios,203,202,100,85,55,207,28,3.77
2019,MIN,D. Camarena,1,0,0,0,0,1,0,0.00
2019,MIN,M. Perez,166,187,108,98,71,139,23,5.31
2019,MIN,A. Adams,3,4,5,5,4,6,2,15.00
2019,MIN,A. Mejia,13,16,16,15,12,15,3,10.38
2019,MIN,P. Dean,1,2,1,1,0,2,1,9.00
2019,MIN,J. Odorizzi,159,144,67,64,53,183,17,3.62
2019,MIN,C. De Jong,1,3,4,4,3,0,1,36.00
2019,MIN,A. Vasquez,0,0,3,3,2,0,0,0
2019,MIN,T. Duffey,51,47,27,20,16,86,9,3.53
2019,MIN,K. Stewart,25,29,18,18,8,10,5,6.48
2019,MIN,M. Magill,24,30,21,14,15,36,4,5.25
2019,MIN,Z. Littell,34,34,14,13,10,32,4,3.44
2019,MIN,D. Smeltzer,51,52,23,21,15,42,8,3.71
2019,MIN,R. Eades,3,4,0,0,2,5,0,0.00
2019,MIN,S. Poppen,8,10,7,7,5,9,1,7.88
2019,MIN,L. Thorpe,25,38,19,19,10,31,3,6.84
2019,MIN,E. Adrianza,1,5,3,3,0,1,0,27.00
2019,MIN,C. Stashak,22,32,11,11,2,25,5,4.50
2019,MIN,S. Romo,20,19,11,10,6,28,4,4.50
2019,MIN,S. Dyson,10,14,9,9,6,8,3,8.10
2019,MIN,R. Dobnak,30,33,13,9,7,23,1,2.70
2019,MIN,B. Graterol,10,10,5,5,2,12,1,4.50
2019,MIN,J. Alcala,1,1,0,0,1,1,0,0.00
2019,ATL,S. Newcomb,71,66,33,29,34,76,10,3.68
2019,ATL,C. Sobotka,27,32,24,22,19,42,7,7.33
2019,ATL,A. Vizcaino,4,4,3,3,4,8,1,6.75
2019,ATL,A. Santiago,1,1,1,1,0,3,1,9.00
2019,ATL,J. Venters,4,15,16,12,8,8,4,27.00
2019,ATL,J. De Paula,0,2,1,1,2,1,0,0
2019,ATL,J. Harrison,1,1,0,0,1,3,0,0.00
2019,ATL,K. Wright,22,33,28,28,15,22,6,11.45
2019,ATL,B. Rowen,3,1,0,0,1,2,0,0.00
2019,ATL,D. Winkler,19,26,19,17,11,23,5,8.05
2019,ATL,S. Carle,10,12,11,11,9,10,4,9.90
2019,ATL,E. Leyva,1,0,0,0,0,1,0,0.00
2019,ATL,T. Burrows,3,0,0,0,2,2,0,0.00
2019,ATL,J. Teheran,178,156,84,77,85,169,22,3.89
2019,ATL,W. Parsons,16,15,8,6,13,19,2,3.38
2019,ATL,J. Tomlin,81,87,36,33,8,56,14,3.67
2019,ATL,T. Toussaint,39,50,35,32,27,48,5,7.38
2019,ATL,J. Creasy,1,0,0,0,0,2,0,0.00
2019,ATL,M. Mader,2,0,0,0,0,0,0,0.00
2019,ATL,K. Gausman,81,95,60,55,30,90,12,6.11
2019,ATL,L. Jackson,69,82,38,34,29,116,11,4.43
2019,ATL,J. Graham,1,2,2,2,0,1,1,18.00
2019,ATL,S. McLaughlin,1,2,0,0,0,0,0,0.00
2019,ATL,M. Fried,167,179,84,78,51,181,21,4.20
2019,ATL,J. Biddle,9,18,11,7,10,13,1,7.00
2019,ATL,B. Wilson,19,26,18,16,10,16,5,7.58
2019,ATL,A.J. Minter,24,36,23,23,23,35,3,8.62
2019,ATL,J. Webb,27,24,10,5,12,28,4,1.67
2019,ATL,M. Soroka,179,155,57,53,41,149,14,2.66
2019,ATL,M. Foltynewicz,122,115,72,65,40,112,23,4.80
2019,ATL,J. Blevins,23,25,15,14,16,37,5,5.48
2019,ATL,G. Dayton,9,12,5,4,4,14,4,4.00
2019,ATL,C. Culberson,2,2,0,0,2,1,0,0.00
2019,ATL,A. Swarzak,33,38,19,19,19,35,6,5.18
2019,ATL,H. Ynoa,3,6,6,6,1,3,1,18.00
2019,ATL,D. Keuchel,118,124,54,51,43,95,19,3.89
2019,ATL,J. Walker,8,9,2,2,4,6,0,2.25
2019,ATL,C. Martin,15,17,10,8,1,22,1,4.80
2019,ATL,M. Melancon,22,30,13,13,4,28,1,5.32
2019,ATL,S. Greene,24,29,12,12,6,24,3,4.50
2019,ATL,D. O'Day,5,4,1,1,1,8,0,1.80
2019,TOR,M. Shoemaker,33,19,10,8,11,31,4,2.18
2019,TOR,E. Luciano,32,38,23,23,27,30,4,6.47
2019,TOR,J. Guerra,17,15,6,6,6,20,1,3.18
2019,TOR,S. Reid-Foley,34,41,27,22,24,32,5,5.82
2019,TOR,D. Paulino,1,0,0,0,0,3,0,0.00
2019,TOR,S. Gaviglio,92,94,60,57,23,97,21,5.58
2019,TOR,D. Barnes,2,2,3,3,2,3,1,13.50
2019,TOR,T. Pannone,71,77,53,52,32,73,15,6.59
2019,TOR,J. Adam,23,22,11,10,10,26,2,3.91
2019,TOR,A. Sanchez,117,132,82,76,61,102,15,5.85
2019,TOR,T. Mayza,38,47,31,30,27,58,9,7.11
2019,TOR,J. Biagini,41,51,22,21,17,53,8,4.61
2019,TOR,J. Shafer,38,47,21,19,27,43,7,4.50
2019,TOR,K. Giles,53,37,11,11,17,84,5,1.87
2019,TOR,T. Thornton,153,160,90,86,63,153,25,5.06
2019,TOR,B. Norris,1,3,3,3,0,2,1,27.00
2019,TOR,D. Isaacs,0,4,7,6,2,0,1,0
2019,TOR,A. Case,1,4,1,1,0,2,0,9.00
2019,TOR,W. Ouellette,1,0,0,0,0,1,0,0.00
2019,TOR,C. Copping,1,0,0,0,0,1,0,0.00
2019,TOR,T. Tice,1,0,0,0,0,1,0,0.00
2019,TOR,J. McClelland,0,3,4,4,2,0,0,0
2019,TOR,Z. Jackson,0,0,0,0,1,0,0,0
2019,TOR,C. Fisk,0,0,0,0,1,1,0,0
2019,TOR,K. Snead,0,0,0,0,0,2,0,0
2019,TOR,M. Stroman,122,118,50,41,35,99,10,3.02
2019,TOR,D. Hudson,43,38,18,16,23,48,5,3.35
2019,TOR,C. Buchholz,57,72,44,43,16,39,13,6.79
2019,TOR,R. Tepera,19,20,12,12,8,14,5,5.68
2019,TOR,D. Law,52,61,36,33,40,67,8,5.71
2019,TOR,L. Maile,2,1,0,0,0,3,0,0.00
2019,TOR,E. Jackson,27,49,41,35,13,19,12,11.67
2019,TOR,R. Feierabend,5,11,7,7,1,4,2,12.60
2019,TOR,J. Cordero,1,2,1,1,0,0,1,9.00
2019,TOR,C. Richard,44,53,33,30,18,22,9,6.14
2019,TOR,Z. Rosscup,1,3,4,3,2,2,0,27.00
2019,TOR,J. Waguespack,75,75,43,38,29,63,12,4.56
2019,TOR,J. Romano,12,17,14,13,9,21,4,9.75
2019,TOR,N. Kingham,19,24,7,7,8,14,4,3.32
2019,TOR,D. Phelps,15,14,7,7,7,18,3,4.20
2019,TOR,W. Font,38,34,16,16,11,53,7,3.79
2019,TOR,R. Borucki,6,15,10,8,6,6,2,12.00
2019,TOR,B. Boshers,15,20,10,9,10,26,3,5.40
2019,TOR,Y. Diaz,0,1,2,2,4,0,0,0
2019,TOR,B. Stewart,20,28,21,20,6,16,9,9.00
2019,TOR,Z. Godley,15,15,7,7,7,12,2,4.20
2019,TOR,N. Ramirez,7,8,5,5,6,6,2,6.43
2019,TOR,R. Urena,1,4,4,4,1,0,1,36.00
2019,TOR,T.J. Zeuch,22,22,13,12,11,20,2,4.91
2019,TOR,A. Kay,13,15,9,9,5,13,0,6.23
2019,TOR,R. Dull,1,1,1,1,0,3,1,9.00
2019,ARI,T. Widener,3,0,0,0,0,3,0,0.00
2019,ARI,L. Weaver,69,57,23,21,16,74,6,2.74
2019,ARI,R. Scott,5,9,4,4,9,10,1,7.20
2019,ARI,A. Bradley,67,72,33,31,36,88,6,4.16
2019,ARI,Y. Lopez,52,55,28,24,17,44,12,4.15
2019,ARI,S. Lewis,1,2,1,1,0,0,0,9.00
2019,ARI,K. McCanna,1,1,0,0,0,1,0,0.00
2019,ARI,M. Kelly,189,196,102,97,59,162,29,4.62
2019,ARI,A. Chafin,38,52,23,22,18,72,6,5.21
2019,ARI,M. Rzepczynski,1,5,2,2,1,0,0,18.00
2019,ARI,A. Young,82,72,40,33,27,72,14,3.62
2019,ARI,T. Mark,1,1,0,0,0,1,0,0.00
2019,ARI,M. Koch,23,34,23,23,4,15,9,9.00
2019,ARI,M. Peacock,2,3,1,1,1,3,0,4.50
2019,ARI,B. Jeter,2,2,1,1,1,1,0,4.50
2019,ARI,L. Luetge,1,1,1,1,0,2,1,9.00
2019,ARI,R. Ray,175,155,93,86,86,246,30,4.42
2019,ARI,M. Kohn,0,0,0,0,0,0,0,0
2019,ARI,Z. Godley,78,84,57,56,36,61,12,6.46
2019,ARI,M. Andriese,65,72,37,37,27,79,8,5.12
2019,ARI,Y. Hirano,43,55,34,31,22,62,8,6.49
2019,ARI,G. Holland,34,26,18,18,24,42,5,4.76
2019,ARI,C. Bartlett,1,1,0,0,0,0,0,0.00
2019,ARI,Z. Greinke,143,117,48,47,21,135,15,2.96
2019,ARI,J. Murphy,3,10,9,9,3,0,3,27.00
2019,ARI,J. Duplantier,35,39,18,18,18,34,2,4.63
2019,ARI,T. Clarke,80,86,55,50,30,68,23,5.62
2019,ARI,C. Joseph,1,0,0,0,0,0,0,0.00
2019,ARI,T.J. McFarland,46,71,35,30,19,35,6,5.87
2019,ARI,J. Sherfy,15,23,12,12,5,22,4,7.20
2019,ARI,S. Crichton,25,23,12,12,8,33,3,4.32
2019,ARI,K. Ginkel,19,15,7,4,9,28,2,1.89
2019,ARI,M. Leake,58,74,36,29,8,27,15,4.50
2019,ARI,Z. Gallen,43,37,14,14,18,53,5,2.93
2019,ARI,A. Avila,2,2,1,1,1,1,0,4.50
2019,ARI,J. Payamps,4,4,2,2,3,3,0,4.50
2019,ARI,T. Walker,1,1,0,0,0,1,0,0.00
2019,CHW,E. Santana,21,31,20,20,10,11,8,8.57
2019,CHW,D. Dopico,2,2,1,1,0,3,0,4.50
2019,CHW,L. Giolito,177,139,76,74,59,231,26,3.76
2019,CHW,I. Nova,195,235,110,100,47,124,31,4.62
2019,CHW,A. Colome,58,43,28,19,24,55,7,2.95
2019,CHW,K. Herrera,45,61,36,35,23,55,8,7.00
2019,CHW,J. Fry,43,46,33,29,44,71,7,6.07
2019,CHW,J. Ruiz,35,58,28,26,24,39,6,6.69
2019,CHW,C. Rodon,35,37,25,22,19,49,5,5.66
2019,CHW,E. Marshall,48,44,16,14,24,42,5,2.62
2019,CHW,N. Jones,10,13,5,5,8,12,3,4.50
2019,CHW,R. Burr,19,18,13,10,8,25,3,4.74
2019,CHW,Z. Thompson,2,3,0,0,1,2,0,0.00
2019,CHW,A. Katz,0,2,1,1,1,0,0,0
2019,CHW,L. Ledo,0,0,0,0,0,0,0,0
2019,CHW,H. Schryver,0,0,1,0,3,0,0,0
2019,CHW,M. Banuelos,53,62,40,40,35,47,13,6.79
2019,CHW,D. Covey,56,76,54,52,28,42,12,8.36
2019,CHW,C. Frare,2,3,3,3,5,3,1,13.50
2019,CHW,S. Nolin,3,3,0,0,2,4,0,0.00
2019,CHW,M. Foster,3,3,0,0,0,2,0,0.00
2019,CHW,J. Nin,1,4,2,2,1,1,0,18.00
2019,CHW,C. Heuer,1,0,0,0,0,2,0,0.00
2019,CHW,R. Lopez,179,203,119,110,65,169,35,5.53
2019,CHW,C. Fulmer,25,26,22,19,20,25,5,6.84
2019,CHW,J. Osich,58,61,38,35,15,61,15,5.43
2019,CHW,A. Bummer,60,44,17,16,24,62,4,2.40
2019,CHW,T. Vieira,6,11,8,7,5,8,0,10.50
2019,CHW,J. Rondon,1,2,0,0,0,0,0,0.00
2019,CHW,J. Minaya,25,31,13,12,12,27,4,4.32
2019,CHW,O. Despaigne,13,24,14,14,7,7,3,9.69
2019,CHW,R. Detwiler,67,86,54,51,27,46,20,6.85
2019,CHW,D. Cease,72,78,51,47,35,81,15,5.88
2019,CHW,J. Cordero,30,24,11,11,11,31,3,3.30
2019,CHW,A. Reed,1,0,0,0,0,0,0,0.00
2019,CHW,H. Santiago,23,32,20,19,17,34,7,7.43
2019,CIN,T. Roark,113,127,61,58,42,114,14,4.62
2019,CIN,A. Bass,1,0,0,0,0,1,0,0.00
2019,CIN,J. Hughes,43,43,27,22,20,35,6,4.60
2019,CIN,W. Peralta,32,36,23,23,15,29,10,6.47
2019,CIN,A. DeSclafani,172,159,82,77,53,173,31,4.03
2019,CIN,Z. Duke,18,27,18,18,20,22,5,9.00
2019,CIN,R. Iglesias,63,66,34,34,25,92,12,4.86
2019,CIN,A. Fossas,0,5,6,3,0,0,2,0
2019,CIN,A. Zabala,0,2,2,2,0,0,1,0
2019,CIN,M. Bowman,31,29,17,13,13,29,3,3.77
