Season,Teams,Hitter,AB,R,H,RBI,BB,K,SLG,AVG,OBP
2020,LAD,M. Beaty,50,8,11,5,3,14,0.418,0.220,0.328
2020,LAD,K. Ruiz,8,1,2,1,0,3,0.812,0.250,0.333
2020,LAD,G. Lux,64,8,11,8,6,20,0.286,0.172,0.264
2020,LAD,T. Gonsolin,0,0,0,0,0,0,0,0,0
2020,LAD,Z. McKinstry,7,1,2,0,0,3,0.245,0.286,0.375
2020,LAD,A. Kolarek,0,0,0,0,0,0,0,0,0
2020,LAD,P. Baez,0,0,0,0,0,0,0,0,0
2020,LAD,D. Floro,0,0,0,0,0,0,0,0,0
2020,LAD,K. Jansen,0,0,0,0,0,0,0,0,0
2020,LAD,J. Urias,0,0,0,0,0,0,0,0,0
2020,ATL,R. Acuna Jr.,206,56,50,32,45,77,0.470,0.243,0.405
2020,ATL,O. Albies,165,29,45,23,9,39,0.453,0.273,0.381
2020,ATL,F. Freeman,257,60,85,60,53,43,0.533,0.331,0.457
2020,ATL,M. Ozuna,279,46,90,67,40,74,0.578,0.323,0.418
2020,ATL,M. Adams,49,4,9,9,2,18,0.326,0.184,0.245
2020,ATL,A. Riley,233,28,53,31,19,67,0.390,0.227,0.310
2020,ATL,D. Swanson,282,55,77,44,27,88,0.482,0.273,0.392
2020,ATL,E. Inciarte,116,17,22,10,12,25,0.242,0.190,0.293
2020,ATL,A. Duvall,210,35,47,36,16,65,0.506,0.224,0.335
2020,ATL,A. Jackson,7,0,2,0,0,4,0.184,0.286,0.286
2020,ATL,J. Camargo,128,16,26,10,8,38,0.372,0.203,0.292
2020,ATL,W. Contreras,10,0,4,1,0,4,0.816,0.400,0.400
2020,ATL,C. Culberson,10,2,3,1,0,5,0.229,0.300,0.417
2020,ATL,A. Hechavarria,59,7,15,2,4,12,0.246,0.254,0.333
2020,ATL,T. d'Arnaud,207,23,65,44,23,62,0.579,0.314,0.383
2020,ATL,T. Flowers,72,6,16,5,8,34,0.468,0.222,0.282
2020,ATL,N. Markakis,167,17,41,15,11,36,0.446,0.246,0.315
2020,ATL,S. Schebler,1,0,0,0,0,0,0.000,0.000,0.000
2020,ATL,M. Melancon,0,0,0,0,0,0,0,0,0
2020,ATL,C. Pache,26,4,5,4,3,6,0.400,0.192,0.300
2020,ATL,P. Sandoval,5,0,0,0,2,3,0.105,0.000,0.000
2020,NYM,B. Nimmo,186,33,52,18,33,43,0.449,0.280,0.388
2020,NYM,J. McNeil,183,19,57,23,20,24,0.402,0.311,0.376
2020,NYM,P. Alonso,208,31,48,35,24,61,0.371,0.231,0.331
2020,NYM,M. Conforto,202,40,65,31,24,57,0.520,0.322,0.434
2020,NYM,Y. Cespedes,31,3,5,4,2,15,0.566,0.161,0.235
2020,NYM,R. Cano,171,23,54,30,9,24,0.543,0.316,0.397
2020,NYM,A. Gimenez,118,22,31,12,7,28,0.388,0.263,0.379
2020,NYM,J.D. Davis,190,26,47,19,31,56,0.417,0.247,0.338
2020,NYM,J. Marisnick,33,4,11,5,1,10,0.600,0.333,0.405
2020,NYM,W. Ramos,142,13,34,15,10,31,0.312,0.239,0.303
2020,NYM,A. Rosario,143,20,36,15,4,34,0.362,0.252,0.344
2020,NYM,E. Nunez,2,0,1,0,0,0,0.250,0.500,0.500
2020,NYM,D. Smith,177,27,56,42,14,45,0.649,0.316,0.407
2020,NYM,R. Rivera,4,0,1,0,0,3,0.438,0.250,0.250
2020,NYM,L. Guillorme,57,6,19,9,10,17,0.430,0.333,0.397
2020,NYM,T. Nido,24,4,7,6,2,6,0.573,0.292,0.393
2020,NYM,R. Cordell,8,0,1,0,0,3,0.156,0.125,0.125
2020,NYM,B. Dozier,15,1,2,0,1,5,0.087,0.133,0.188
2020,NYM,B. Hamilton,22,4,1,1,1,3,0.025,0.045,0.192
2020,NYM,A. Sanchez,9,0,1,0,1,3,0.101,0.111,0.111
2020,NYM,J. Lagares,0,0,0,0,0,0,0,0,0
2020,NYM,T. Frazier,49,5,11,5,1,16,0.436,0.224,0.296
2020,NYM,R. Chirinos,32,1,7,5,1,9,0.322,0.219,0.242
2020,NYM,G. Heredia,17,4,4,3,1,5,0.311,0.235,0.381
2020,DET,N. Goodrum,158,15,29,20,18,69,0.394,0.184,0.254
2020,DET,J. Schoop,162,26,45,23,8,39,0.475,0.278,0.378
2020,DET,M. Cabrera,204,28,51,35,24,51,0.375,0.250,0.341
2020,DET,C.J. Cron,42,9,8,8,9,16,0.687,0.190,0.333
2020,DET,C. Stewart,90,6,15,9,5,30,0.307,0.167,0.219
2020,DET,J. Candelario,185,30,55,29,20,49,0.437,0.297,0.395
2020,DET,C. Maybin,41,5,10,2,4,13,0.291,0.244,0.326
2020,DET,A. Romine,130,12,31,17,4,47,0.420,0.238,0.303
2020,DET,H. Castro,49,6,17,3,5,11,0.251,0.347,0.418
2020,DET,G. Greiner,51,8,6,8,3,20,0.250,0.118,0.237
2020,DET,J. Jones,97,19,26,14,7,34,0.678,0.268,0.388
2020,DET,V. Reyes,202,30,56,14,9,45,0.428,0.277,0.371
2020,DET,D. Lugo,10,3,2,1,1,1,0.170,0.200,0.385
2020,DET,J. Mercer,9,1,2,0,0,1,0.129,0.222,0.300
2020,DET,T. Demeritte,29,5,5,4,3,14,0.353,0.172,0.294
2020,DET,W. Castro,129,21,45,24,7,38,0.581,0.349,0.440
2020,DET,I. Paredes,100,7,22,6,8,24,0.301,0.220,0.271
2020,DET,J. Bonifacio,86,8,19,17,5,26,0.324,0.221,0.287
2020,DET,D. Hill,11,3,1,0,1,6,0.033,0.091,0.286
2020,DET,S. Alcantara,21,2,3,1,2,4,0.718,0.143,0.217
2020,DET,D. Cameron,57,4,11,3,2,19,0.144,0.193,0.246
2020,DET,E. Haase,17,1,3,2,1,6,0.210,0.176,0.222
2020,DET,B. Dixon,13,0,1,2,1,4,0.036,0.077,0.077
2020,CIN,P. Ervin,35,5,3,0,6,8,0.069,0.086,0.200
2020,CIN,S. Akiyama,160,16,38,9,25,36,0.270,0.237,0.307
2020,CIN,J. Votto,195,32,44,22,38,46,0.474,0.226,0.335
2020,CIN,E. Suarez,207,29,42,38,31,71,0.327,0.203,0.301
2020,CIN,N. Castellanos,228,37,52,34,19,73,0.613,0.228,0.336
2020,CIN,T. Jankowski,15,3,1,0,2,7,0.037,0.067,0.222
2020,CIN,M. Moustakas,147,13,32,27,19,38,0.452,0.218,0.281
2020,CIN,M. Davidson,43,3,7,11,4,13,0.423,0.163,0.217
2020,CIN,J. Winker,155,27,39,23,29,48,0.490,0.252,0.363
2020,CIN,N. Senzel,77,8,15,8,6,17,0.423,0.195,0.271
2020,CIN,F. Galvis,144,18,32,16,14,31,0.453,0.222,0.309
2020,CIN,C. Casali,78,10,17,8,14,30,0.521,0.218,0.307
2020,CIN,J. VanMeter,34,3,2,1,3,16,0.109,0.059,0.135
2020,CIN,M. Lorenzen,0,2,0,0,0,0,0,0,0
2020,CIN,A. Aquino,53,7,10,8,6,20,0.352,0.189,0.283
2020,CIN,C. Colon,23,3,3,2,1,3,0.231,0.130,0.231
2020,CIN,K. Farmer,69,4,17,4,5,15,0.247,0.246,0.288
2020,CIN,T. Stephenson,17,4,5,6,2,9,1.023,0.294,0.429
2020,CIN,T. Barnhart,103,10,20,13,12,31,0.289,0.194,0.265
2020,CIN,M. Payton,18,0,3,0,2,5,0.260,0.167,0.167
2020,CIN,J. Barrero,68,4,13,2,1,26,0.213,0.191,0.236
2020,CIN,B. Goodwin,50,5,8,5,5,19,0.326,0.160,0.236
2020,CIN,R. Iglesias,0,0,0,0,0,0,0,0,0
2020,TOR,B. Bichette,131,18,38,24,6,29,0.470,0.290,0.376
2020,TOR,C. Biggio,233,41,57,28,41,69,0.458,0.245,0.358
2020,TOR,V. Guerrero Jr.,232,34,59,33,20,43,0.393,0.254,0.350
2020,TOR,T. Shaw,168,17,40,17,16,52,0.388,0.238,0.308
2020,TOR,R. Grichuk,226,39,62,35,15,54,0.463,0.274,0.381
2020,TOR,R. Tellez,118,21,35,24,11,21,0.436,0.297,0.403
2020,TOR,T. Hernandez,201,33,58,35,15,68,0.609,0.289,0.389
2020,TOR,D. Fisher,31,5,7,7,7,11,0.421,0.226,0.333
2020,TOR,A. Alford,16,3,3,3,0,7,0.306,0.188,0.316
2020,TOR,D. Jansen,126,20,24,22,21,31,0.354,0.190,0.301
2020,TOR,L. Gurriel Jr.,220,28,66,33,14,49,0.451,0.300,0.379
2020,TOR,R. McGuire,43,2,3,1,0,12,0.355,0.070,0.111
2020,TOR,S. Espinal,60,10,16,6,4,16,0.243,0.267,0.371
2020,TOR,J. Panik,129,19,29,7,20,27,0.240,0.225,0.324
2020,TOR,B. Drury,49,3,8,1,2,9,0.185,0.163,0.212
2020,TOR,B. McKinney,3,1,2,0,0,0,0.667,0.667,0.750
2020,TOR,D. Vogelbach,4,0,0,0,1,2,0.214,0.000,0.000
2020,TOR,J. Villar,71,3,13,6,9,23,0.199,0.183,0.216
2020,TOR,C. Joseph,8,2,1,2,1,1,0.688,0.125,0.300
2020,TOR,J. Davis,27,4,7,6,3,11,0.728,0.259,0.355
2020,TOR,A. Kirk,27,4,10,3,1,4,0.475,0.370,0.452
2020,TB,Y. Diaz,154,20,44,12,35,27,0.259,0.286,0.368
2020,TB,M. Perez,91,8,16,16,7,29,0.244,0.176,0.242
2020,TB,H. Renfroe,145,20,23,29,15,48,0.403,0.159,0.261
2020,TB,Y. Tsutsugo,173,27,33,24,26,53,0.366,0.191,0.300
2020,TB,J. Martinez,68,10,17,10,10,20,0.435,0.250,0.346
2020,TB,M. Margot,207,29,57,22,18,45,0.381,0.275,0.364
2020,TB,M. Brosseau,112,14,33,14,11,43,0.588,0.295,0.373
2020,TB,B. Lowe,274,44,64,46,31,87,0.532,0.234,0.340
2020,TB,W. Adames,248,32,56,27,34,101,0.425,0.226,0.314
2020,TB,K. Kiermaier,197,24,44,29,22,61,0.381,0.223,0.308
2020,TB,M. Zunino,132,12,20,18,7,67,0.322,0.152,0.222
2020,TB,J. Choi,165,24,39,20,30,47,0.416,0.236,0.333
2020,TB,K. Smith,31,3,8,8,5,11,0.519,0.258,0.324
2020,TB,J. Wendle,228,32,59,22,13,52,0.405,0.259,0.350
2020,TB,A. Meadows,188,24,35,16,19,70,0.395,0.186,0.278
2020,TB,B. O'Grady,5,2,2,0,0,1,0.600,0.400,0.571
2020,TB,R. Arozarena,141,34,47,25,14,41,0.774,0.333,0.463
2020,TB,N. Lowe,70,10,15,11,9,30,0.408,0.214,0.312
2020,TB,B. Phillips,23,2,4,4,5,8,0.357,0.174,0.240
2020,MIL,E. Sogard,118,10,24,10,12,20,0.233,0.203,0.266
2020,MIL,C. Yelich,209,39,43,22,46,80,0.416,0.206,0.331
2020,MIL,K. Hiura,223,30,47,32,17,87,0.408,0.211,0.304
2020,MIL,J. Smoak,113,14,21,15,10,40,0.377,0.186,0.276
2020,MIL,R. Braun,131,14,30,26,7,29,0.380,0.229,0.303
2020,MIL,A. Garcia,189,20,47,15,20,52,0.354,0.249,0.321
2020,MIL,O. Narvaez,109,8,19,10,16,40,0.237,0.174,0.231
2020,MIL,L. Cain,18,4,6,2,3,2,0.369,0.333,0.455
2020,MIL,O. Arcia,180,23,46,22,14,36,0.404,0.256,0.340
2020,MIL,B. Gamel,115,13,27,10,13,39,0.461,0.235,0.312
2020,MIL,J. Gyorko,124,19,30,17,15,41,0.516,0.242,0.343
2020,MIL,L. Morrison,25,3,3,2,3,8,0.151,0.120,0.214
2020,MIL,M. Pina,39,4,9,5,3,11,0.457,0.231,0.302
2020,MIL,B. Holt,30,1,3,1,4,9,0.105,0.100,0.129
2020,MIL,R. Healy,10,0,1,0,0,2,0.131,0.100,0.100
2020,MIL,M. Mathias,36,2,10,4,0,7,0.384,0.278,0.316
2020,MIL,L. Urias,111,11,27,11,11,32,0.351,0.243,0.311
2020,MIL,D. Phelps,0,0,0,0,0,0,0,0,0
2020,MIL,J. Hader,0,0,0,0,0,0,0,0,0
2020,MIL,J. Peterson,45,6,9,5,16,20,0.297,0.200,0.294
2020,MIL,J. Nottingham,52,8,9,13,5,23,0.508,0.173,0.283
2020,MIL,T. Taylor,43,6,9,6,2,11,0.469,0.209,0.306
2020,MIL,D. Vogelbach,63,14,20,12,8,20,0.576,0.317,0.442
2020,MIL,D. Freitas,1,0,0,0,0,1,0.000,0.000,0.000
2020,CHC,K. Bryant,139,20,27,11,12,42,0.264,0.194,0.296
2020,CHC,A. Rizzo,211,26,45,24,28,41,0.470,0.213,0.300
2020,CHC,J. Baez,230,27,46,24,7,78,0.377,0.200,0.284
2020,CHC,K. Schwarber,195,30,36,24,33,67,0.439,0.185,0.293
2020,CHC,A. Almora Jr.,30,4,5,1,3,9,0.138,0.167,0.265
2020,CHC,W. Contreras,193,37,47,26,21,57,0.439,0.244,0.365
2020,CHC,J. Heyward,154,20,41,22,30,38,0.400,0.266,0.351
2020,CHC,V. Caratini,122,10,29,16,12,32,0.331,0.238,0.295
2020,CHC,N. Hoerner,108,19,24,13,12,24,0.302,0.222,0.339
2020,CHC,I. Happ,206,28,55,29,30,64,0.633,0.267,0.355
2020,CHC,J. Kipnis,117,13,27,16,19,42,0.550,0.231,0.308
2020,CHC,D. Bote,129,15,25,29,17,42,0.461,0.194,0.278
2020,CHC,J. Phegley,16,4,1,2,1,3,0.089,0.062,0.250
2020,CHC,S. Souza Jr.,27,3,4,5,4,15,0.321,0.148,0.233
2020,CHC,D. Winkler,0,0,0,0,0,0,0,0,0
2020,CHC,C. Kimbrel,0,0,0,0,0,0,0,0,0
2020,CHC,A. Mills,1,0,0,0,0,1,0.000,0.000,0.000
2020,CHC,K. Hendricks,0,0,0,0,0,0,0,0,0
2020,CHC,R. Wick,0,0,0,0,0,0,0,0,0
2020,CHC,J. Jeffress,0,0,0,0,0,0,0,0,0
2020,CHC,H. Perez,6,0,1,0,0,2,0.161,0.167,0.167
2020,CHC,I. Miller,0,0,0,0,0,0,0,0,0
2020,CHC,J. Martinez,21,0,0,0,1,7,0.014,0.000,0.000
2020,CHC,C. Maybin,54,3,13,5,3,13,0.351,0.241,0.281
2020,CHC,B. Hamilton,10,6,3,1,1,4,0.135,0.300,0.562
2020,CHC,I. Vargas,9,1,2,1,0,3,0.252,0.222,0.300
2020,CHC,P. Wisdom,2,0,0,0,0,0,0.000,0.000,0.000
2020,MIA,J. Villar,116,10,30,9,10,32,0.309,0.259,0.317
2020,MIA,M. Sierra,55,9,14,8,5,13,0.569,0.255,0.359
2020,MIA,J. Aguilar,209,32,56,36,23,47,0.514,0.268,0.365
2020,MIA,C. Dickerson,213,26,54,20,17,40,0.401,0.254,0.335
2020,MIA,H. Ramirez,10,2,2,1,1,2,0.217,0.200,0.333
2020,MIA,B. Anderson,219,28,55,39,23,73,0.459,0.251,0.336
2020,MIA,G. Cooper,138,22,37,23,14,36,0.505,0.268,0.369
2020,MIA,I. Diaz,22,3,4,1,0,7,0.189,0.182,0.280
2020,MIA,F. Cervelli,53,10,13,7,8,14,0.438,0.245,0.365
2020,MIA,M. Rojas,143,22,41,21,17,21,0.634,0.287,0.382
2020,MIA,C. Wallach,58,5,11,6,3,18,0.261,0.190,0.254
2020,MIA,J. Berti,137,22,34,14,25,42,0.285,0.248,0.352
2020,MIA,L. Forsythe,34,2,4,2,4,12,0.304,0.118,0.167
2020,MIA,M. Joyce,138,16,34,15,22,44,0.318,0.246,0.325
2020,MIA,L. Brinson,112,15,24,12,6,32,0.285,0.214,0.307
2020,MIA,M. Harrison,47,8,8,3,4,26,0.189,0.170,0.291
2020,MIA,E. Alvarez,37,6,7,2,3,16,0.194,0.189,0.302
2020,MIA,R. Lavarnway,11,0,4,0,0,2,0.369,0.364,0.364
2020,MIA,L. Diaz,39,2,6,3,2,12,0.228,0.154,0.195
2020,MIA,J. Alfaro,96,12,21,16,4,37,0.275,0.219,0.306
2020,MIA,J. Sanchez,25,1,1,2,4,11,0.089,0.040,0.077
2020,MIA,B. Navarreto,5,0,2,0,0,1,0.560,0.400,0.400
2020,MIA,S. Marte,110,14,28,13,2,22,0.458,0.255,0.339
2020,MIA,J. Chisholm Jr.,59,8,10,6,6,19,0.260,0.169,0.269
2020,MIA,S. Rodriguez,13,0,2,0,0,6,0.208,0.154,0.154
2020,PHI,A. McCutchen,217,32,55,34,22,48,0.327,0.253,0.349
2020,PHI,R. Hoskins,151,35,37,26,29,43,0.386,0.245,0.387
2020,PHI,B. Harper,190,41,51,33,49,43,0.552,0.268,0.398
2020,PHI,J.T. Realmuto,173,33,46,32,16,48,0.573,0.266,0.383
2020,PHI,D. Gregorius,215,34,61,40,15,28,0.532,0.284,0.382
2020,PHI,J. Segura,192,28,51,25,23,45,0.365,0.266,0.359
2020,PHI,J. Bruce,96,11,19,14,7,24,0.592,0.198,0.280
2020,PHI,S. Kingery,113,12,18,6,9,35,0.175,0.159,0.240
2020,PHI,R. Quinn,108,14,23,7,5,39,0.391,0.213,0.303
2020,PHI,A. Haseley,79,7,22,13,7,17,0.467,0.278,0.337
2020,PHI,P. Gosselin,92,14,23,12,10,27,0.763,0.250,0.349
2020,PHI,N. Walker,39,5,9,3,1,13,0.293,0.231,0.318
2020,PHI,K. Garlick,22,0,3,3,0,7,0.150,0.136,0.136
2020,PHI,A. Knapp,72,9,20,15,15,19,0.526,0.278,0.358
2020,PHI,A. Davis,0,0,0,0,0,0,0,0,0
2020,PHI,T. Kelley,0,0,0,0,0,0,0,0,0
2020,PHI,A. Bohm,160,24,54,23,16,36,0.456,0.338,0.424
2020,PHI,H. Neris,0,0,0,0,0,0,0,0,0
2020,PHI,B. Parker,0,0,0,0,0,0,0,0,0
2020,PHI,A. Nola,0,0,0,0,0,0,0,0,0
2020,PHI,R. Torreyes,7,1,1,0,0,0,0.387,0.143,0.250
2020,PHI,R. Marchan,8,3,4,3,1,2,0.719,0.500,0.636
2020,PHI,M. Moniak,14,3,3,0,4,6,0.079,0.214,0.353
2020,KC,W. Merrifield,248,38,70,30,12,33,0.501,0.282,0.378
2020,KC,A. Mondesi,219,33,56,22,11,70,0.292,0.256,0.353
2020,KC,J. Soler,149,17,34,24,19,60,0.491,0.228,0.307
2020,KC,S. Perez,150,22,50,32,3,36,0.536,0.333,0.419
2020,KC,A. Gordon,163,15,34,11,18,37,0.305,0.209,0.275
2020,KC,R. McBroom,81,8,20,10,4,30,0.468,0.247,0.315
2020,KC,M. Franco,223,23,62,38,16,38,0.478,0.278,0.346
2020,KC,N. Lopez,169,15,34,13,18,41,0.294,0.201,0.266
2020,KC,E. Mejia,14,1,1,0,0,7,0.031,0.071,0.133
2020,KC,B. Starling,59,5,10,5,4,27,0.270,0.169,0.234
2020,KC,F. Cordero,38,7,8,7,4,4,0.296,0.211,0.333
2020,KC,B. Phillips,31,8,7,2,3,8,0.487,0.226,0.385
2020,KC,O. Hernandez,4,1,2,0,0,1,0.291,0.500,0.600
2020,KC,R. O'Hearn,113,7,22,18,18,37,0.373,0.195,0.242
2020,KC,T. Rosenthal,0,0,0,0,0,0,0,0,0
2020,KC,N. Heath,13,2,2,3,2,6,0.318,0.154,0.267
2020,KC,C. Gallagher,53,10,15,3,6,11,0.406,0.283,0.397
2020,KC,H. Dozier,158,29,36,12,27,48,0.418,0.228,0.348
2020,KC,M. Viloria,21,1,4,0,2,9,0.214,0.190,0.227
2020,KC,E. Olivares,62,5,17,7,2,11,0.545,0.274,0.328
2020,KC,M. Reynolds,11,1,0,0,0,7,0.000,0.000,0.083
2020,KC,K. Gutierrez,9,0,1,0,3,6,0.222,0.111,0.111
2020,CLE,C. Hernandez,241,37,69,21,25,60,0.384,0.286,0.381
2020,CLE,J. Ramirez,226,46,67,50,33,44,0.551,0.296,0.415
2020,CLE,F. Lindor,244,31,62,27,25,44,0.403,0.254,0.338
2020,CLE,C. Santana,214,35,41,30,48,46,0.292,0.192,0.305
2020,CLE,F. Reyes,218,29,58,34,26,74,0.414,0.266,0.352
2020,CLE,J. Luplow,80,8,16,10,12,19,0.218,0.200,0.273
2020,CLE,D. Santana,70,6,11,12,13,25,0.325,0.157,0.224
2020,CLE,B. Zimmer,37,3,6,3,7,14,0.387,0.162,0.225
2020,CLE,R. Perez,103,6,18,6,11,40,0.187,0.175,0.220
2020,CLE,O. Mercado,87,6,11,6,5,28,0.152,0.126,0.183
2020,CLE,D. Johnson,12,0,1,0,1,5,0.092,0.083,0.083
2020,CLE,G. Allen,25,3,4,4,1,9,0.215,0.160,0.250
2020,CLE,M. Freeman,38,5,9,3,3,11,0.305,0.237,0.326
2020,CLE,C. Arroyo,0,0,0,0,0,0,0,0,0
2020,CLE,S. Leon,67,4,9,4,14,21,0.165,0.134,0.183
2020,CLE,Y. Chang,11,1,2,1,2,4,0.223,0.182,0.250
2020,CLE,B. Taylor,21,1,1,2,2,9,0.012,0.048,0.091
2020,CLE,A. Plutko,0,0,0,0,0,0,0,0,0
2020,CLE,D. DeShields,114,12,29,7,10,31,0.303,0.254,0.325
2020,CLE,T. Naquin,141,15,30,21,5,44,0.419,0.213,0.288
2020,CLE,J. Naylor,68,12,19,5,4,8,0.404,0.279,0.388
2020,CLE,A. Hedges,13,0,1,0,0,6,0.069,0.077,0.077
2020,BAL,A. Hays,126,21,35,9,8,26,0.242,0.278,0.381
2020,BAL,C. Mullins,140,16,38,12,8,37,0.324,0.271,0.346
2020,BAL,A. Santander,157,24,41,34,10,27,0.573,0.261,0.359
2020,BAL,D. Smith Jr.,66,10,15,6,8,19,0.455,0.227,0.329
2020,BAL,J. Iglesias,142,16,53,24,3,17,0.564,0.373,0.437
2020,BAL,P. Valaika,144,25,39,16,9,34,0.419,0.271,0.379
2020,BAL,R. Nunez,199,29,50,31,17,66,0.523,0.251,0.346
2020,BAL,C. Davis,52,3,6,1,3,17,0.169,0.115,0.164
2020,BAL,A. Velazquez,63,11,10,3,10,23,0.174,0.159,0.284
2020,BAL,H. Alberto,224,36,64,24,5,30,0.490,0.286,0.385
2020,BAL,R. Ruiz,189,25,41,32,17,48,0.505,0.217,0.308
2020,BAL,P. Severino,160,17,40,21,16,40,0.507,0.250,0.322
2020,BAL,C. Sisco,101,12,22,10,18,42,0.521,0.218,0.301
2020,BAL,D. Stewart,88,13,17,15,20,38,0.493,0.193,0.297
2020,BAL,B. Holaday,35,6,7,6,2,9,0.293,0.200,0.317
2020,BAL,R. Urias,25,3,9,3,2,6,0.414,0.360,0.429
2020,BAL,R. Mountcastle,126,12,42,23,11,30,0.524,0.333,0.391
2020,BAL,M. Williams,18,0,2,0,0,9,0.303,0.111,0.111
2020,BAL,C. Valdez,0,0,0,0,0,0,0,0,0
2020,BAL,D. Herrera,5,0,0,0,0,4,0.000,0.000,0.000
2020,BAL,T. Lakins Sr.,0,1,0,0,0,0,0,0,0
2020,BOS,A. Benintendi,39,4,4,1,11,17,0.079,0.103,0.186
2020,BOS,J.D. Martinez,211,22,45,27,22,59,0.408,0.213,0.288
2020,BOS,R. Devers,232,32,61,43,13,67,0.406,0.263,0.352
2020,BOS,J. Lucroy,0,0,0,0,0,0,0,0,0
2020,BOS,X. Bogaerts,203,36,61,28,21,41,0.494,0.300,0.406
2020,BOS,T. Lin,52,2,8,3,2,17,0.207,0.154,0.185
2020,BOS,K. Pillar,117,20,32,13,8,23,0.552,0.274,0.380
2020,BOS,C. Vazquez,173,22,49,23,16,43,0.532,0.283,0.364
2020,BOS,J. Arauz,72,8,18,9,8,21,0.271,0.250,0.325
2020,BOS,M. Chavis,146,16,31,19,8,50,0.367,0.212,0.290
2020,BOS,J. Bradley Jr.,191,32,54,22,23,48,0.416,0.283,0.386
2020,BOS,J. Peraza,111,13,25,8,5,18,0.392,0.225,0.306
2020,BOS,M. Moreland,67,14,22,21,11,18,0.837,0.328,0.444
2020,BOS,A. Verdugo,201,36,62,15,17,45,0.484,0.308,0.414
2020,BOS,K. Plawecki,82,8,28,17,5,14,0.454,0.341,0.400
2020,BOS,B. Dalbec,80,13,21,16,10,39,0.631,0.263,0.366
2020,BOS,Y. Munoz,45,6,15,4,0,11,0.634,0.333,0.412
2020,BOS,R. Brasier,0,0,0,0,0,0,0,0,0
2020,BOS,M. Walden,0,0,0,0,0,0,0,0,0
2020,BOS,C. Arroyo,50,7,12,8,4,11,0.487,0.240,0.333
2020,BOS,D. Grullon,3,0,1,1,1,1,0.333,0.333,0.333
2020,BOS,C. Puello,8,1,3,0,2,2,0.165,0.375,0.444
2020,COL,D. Dahl,93,9,17,9,4,28,0.344,0.183,0.255
2020,COL,T. Story,235,41,68,28,24,63,0.574,0.289,0.395
2020,COL,C. Blackmon,221,31,67,42,19,44,0.504,0.303,0.389
2020,COL,N. Arenado,182,23,46,26,15,20,0.419,0.253,0.337
2020,COL,D. Murphy,123,10,29,16,7,21,0.433,0.236,0.293
2020,COL,R. McMahon,172,23,37,26,18,66,0.372,0.215,0.308
2020,COL,R. Tapia,184,26,59,17,14,38,0.347,0.321,0.405
2020,COL,S. Hilliard,105,13,22,10,9,42,0.419,0.210,0.297
2020,COL,T. Wolters,100,10,23,8,6,30,0.239,0.230,0.300
2020,COL,M. Kemp,117,18,28,21,15,41,0.472,0.239,0.341
2020,COL,C. Owings,41,9,11,5,3,11,0.340,0.268,0.400
2020,COL,G. Hampson,167,25,39,11,13,60,0.448,0.234,0.333
2020,COL,D. Butera,39,4,6,4,2,11,0.232,0.154,0.233
2020,COL,E. Diaz,68,4,16,9,5,15,0.341,0.235,0.278
2020,COL,B. Rodgers,21,1,2,2,0,6,0.156,0.095,0.136
2020,COL,J. Fuentes,98,14,30,17,2,29,0.465,0.306,0.393
2020,COL,K. Pillar,91,14,28,13,5,18,0.421,0.308,0.400
2020,TEX,S. Choo,110,13,26,15,13,33,0.368,0.236,0.317
2020,TEX,E. Andrus,103,11,20,7,8,15,0.223,0.194,0.272
2020,TEX,D. Santana,55,6,8,7,7,24,0.252,0.145,0.230
2020,TEX,J. Gallo,193,23,35,26,29,79,0.450,0.181,0.269
2020,TEX,R. Odor,138,15,23,30,7,47,0.334,0.167,0.248
2020,TEX,T. Frazier,108,11,26,7,10,26,0.427,0.241,0.311
2020,TEX,R. Chirinos,42,3,5,2,5,12,0.162,0.119,0.178
2020,TEX,N. Solak,209,27,56,23,18,42,0.345,0.268,0.352
2020,TEX,L. Taveras,119,20,27,6,14,43,0.362,0.227,0.338
2020,TEX,I. Kiner-Falefa,211,28,59,10,14,32,0.401,0.280,0.364
2020,TEX,W. Calhoun,100,3,19,13,5,17,0.182,0.190,0.214
2020,TEX,R. Guzman,78,10,19,9,7,24,0.576,0.244,0.330
2020,TEX,J. Mathis,62,6,10,9,5,24,0.445,0.161,0.235
2020,TEX,J. Trevino,76,10,19,9,3,15,0.471,0.250,0.337
2020,TEX,R. Refsnyder,30,4,6,1,2,11,0.443,0.200,0.294
2020,TEX,A. Garcia,6,0,0,0,1,4,0.000,0.000,0.000
2020,TEX,S. Heineman,52,6,8,7,2,11,0.347,0.154,0.241
2020,TEX,A. Tejeda,75,7,19,8,2,30,0.567,0.253,0.317
2020,TEX,D. Dietrich,61,9,12,8,9,21,0.532,0.197,0.300
2020,TEX,Y. Rivera,5,0,0,0,0,1,0.000,0.000,0.000
2020,TEX,E. White,48,5,9,3,3,16,0.123,0.188,0.264
2020,TEX,S. Huff,31,5,11,4,2,11,0.409,0.355,0.444
2020,TEX,S. Apostel,20,1,2,0,1,9,0.271,0.100,0.143
2020,TEX,A. Romine,4,1,1,0,0,1,0.500,0.250,0.400
2020,MIN,M. Kepler,176,28,39,23,25,37,0.510,0.222,0.328
2020,MIN,J. Donaldson,81,14,18,11,18,24,0.402,0.222,0.337
2020,MIN,J. Polanco,216,22,55,19,14,37,0.371,0.255,0.324
2020,MIN,N. Cruz,191,33,58,35,27,59,0.686,0.304,0.406
