Season,Teams,Hitter,AB,R,H,RBI,BB,K,SLG,AVG,OBP
2017,TOR,N. Tepesch,2,0,0,0,0,2,0.000,0.000,0.000
2017,TOR,R. Urena,68,6,14,4,6,28,0.419,0.206,0.270
2017,TOR,M. Saunders,18,1,3,1,2,4,0.312,0.167,0.211
2017,TOR,T. Hernandez,88,16,23,20,6,36,0.529,0.261,0.375
2017,BAL,S. Smith,330,50,85,32,36,79,0.482,0.258,0.355
2017,BAL,T. Mancini,547,65,160,78,33,142,0.534,0.293,0.368
2017,BAL,C. Gentry,101,17,26,11,11,24,0.272,0.257,0.364
2017,BAL,A. Jones,597,82,170,73,27,113,0.453,0.285,0.371
2017,BAL,M. Machado,634,81,164,95,50,118,0.446,0.259,0.343
2017,BAL,C. Davis,459,65,98,61,61,197,0.456,0.214,0.311
2017,BAL,M. Trumbo,562,79,132,65,42,150,0.398,0.235,0.329
2017,BAL,W. Castillo,341,44,96,53,22,97,0.461,0.282,0.364
2017,BAL,H. Kim,125,11,29,10,12,27,0.315,0.232,0.294
2017,BAL,J. Rickard,264,29,63,19,9,64,0.337,0.239,0.314
2017,BAL,J. Schoop,626,92,182,105,35,145,0.509,0.291,0.382
2017,BAL,J.J. Hardy,257,24,55,24,12,50,0.278,0.214,0.281
2017,BAL,C. Joseph,257,31,65,28,10,74,0.389,0.253,0.333
2017,BAL,R. Flaherty,38,5,8,4,4,10,0.188,0.211,0.302
2017,BAL,K. Gausman,2,0,0,0,0,1,0.000,0.000,0.000
2017,BAL,V. Nuno,1,0,0,0,0,0,0.000,0.000,0.000
2017,BAL,M. Givens,0,0,0,0,0,0,0,0,0
2017,BAL,T. Wilson,0,0,0,0,0,0,0,0,0
2017,BAL,U. Jimenez,5,0,1,0,0,3,0.290,0.200,0.200
2017,BAL,D. Hart,0,0,0,0,0,0,0,0,0
2017,BAL,B. Brach,0,0,0,0,0,0,0,0,0
2017,BAL,W. Miley,4,0,1,0,0,1,0.125,0.250,0.250
2017,BAL,D. O'Day,0,0,0,0,0,0,0,0,0
2017,BAL,F. Pena,10,3,5,2,0,3,0.909,0.500,0.615
2017,BAL,A. Asher,1,0,0,0,0,0,0.000,0.000,0.000
2017,BAL,P. Janish,26,0,2,3,1,6,0.071,0.077,0.077
2017,BAL,R. Tejada,113,17,26,5,8,15,0.294,0.230,0.331
2017,BAL,R. Bleier,0,0,0,0,0,0,0,0,0
2017,BAL,M. Wright Jr.,0,0,0,0,0,0,0,0,0
2017,BAL,D. Washington,6,0,0,0,0,5,0.000,0.000,0.000
2017,BAL,J. Yacabonis,2,0,0,1,0,1,0.000,0.000,0.000
2017,BAL,M. Castro,0,0,0,0,0,0,0,0,0
2017,BAL,J. Aquino,2,0,0,0,0,2,0.000,0.000,0.000
2017,BAL,Z. Britton,0,0,0,0,0,0,0,0,0
2017,BAL,J. Giavotella,10,0,1,0,0,4,0.161,0.100,0.100
2017,BAL,T. Beckham,216,36,66,26,12,57,0.467,0.306,0.405
2017,BAL,A. Santander,30,1,8,2,0,8,0.272,0.267,0.290
2017,BAL,C. Sisco,18,3,6,4,3,7,1.103,0.333,0.429
2017,BAL,P. Alvarez,32,4,10,4,2,10,0.385,0.312,0.389
2017,BAL,A. Hays,64,4,13,8,2,17,0.356,0.203,0.250
2017,BAL,G. Ynoa,1,0,0,0,0,0,0.000,0.000,0.000
2017,SD,M. Margot,487,53,128,39,35,106,0.436,0.263,0.335
2017,SD,W. Myers,567,80,138,74,70,180,0.506,0.243,0.337
2017,SD,Y. Solarte,466,49,119,64,37,61,0.409,0.255,0.326
2017,SD,H. Renfroe,445,51,103,58,27,140,0.435,0.231,0.310
2017,SD,R. Schimpf,165,24,26,25,27,70,0.427,0.158,0.265
2017,SD,A. Hedges,387,36,83,55,23,122,0.387,0.214,0.281
2017,SD,C. Stammen,6,2,3,0,2,2,0.295,0.500,0.625
2017,SD,J. Torres,1,1,1,0,0,0,1.000,1.000,1.000
2017,SD,H. Sanchez,137,14,30,25,5,41,0.439,0.219,0.291
2017,SD,E. Aybar,333,37,78,22,28,57,0.342,0.234,0.311
2017,SD,A. Cordoba,202,17,42,15,18,54,0.391,0.208,0.269
2017,SD,J. Chacin,54,0,12,4,0,11,0.293,0.222,0.222
2017,SD,C. Bethancourt,7,0,1,0,0,3,0.109,0.143,0.143
2017,SD,M. Diaz,3,0,0,0,0,0,0.000,0.000,0.000
2017,SD,L. Torrens,123,7,20,7,12,30,0.189,0.163,0.208
2017,SD,T. Jankowski,75,10,14,1,9,28,0.173,0.187,0.282
2017,SD,C. Richard,57,2,7,4,1,31,0.162,0.123,0.153
2017,SD,B. Hand,1,0,0,0,0,0,0.000,0.000,0.000
2017,SD,T. Cahill,13,1,4,2,1,3,0.257,0.308,0.357
2017,SD,L. Sardinas,49,3,8,1,4,11,0.153,0.163,0.212
2017,SD,R. Buchter,0,0,0,0,0,0,0,0,0
2017,SD,B. Maurer,0,0,0,0,0,0,0,0,0
2017,SD,J. Weaver,10,0,0,0,0,6,0.000,0.000,0.000
2017,SD,J. Cosart,4,0,0,0,0,2,0.000,0.000,0.000
2017,SD,L. Perdomo,46,3,5,3,1,20,0.333,0.109,0.163
2017,SD,J. Blash,164,24,35,16,28,66,0.344,0.213,0.314
2017,SD,Z. Lee,3,0,0,0,0,0,0.000,0.000,0.000
2017,SD,J. Esch,0,0,0,0,0,0,0,0,0
2017,SD,K. Quackenbush,1,0,0,0,0,1,0.000,0.000,0.000
2017,SD,C. Spangenberg,444,57,117,46,34,128,0.375,0.264,0.347
2017,SD,K. Yates,0,0,0,0,0,0,0,0,0
2017,SD,M. Szczur,176,26,40,15,32,40,0.355,0.227,0.327
2017,SD,J. Valdez,0,0,0,0,0,0,0,0,0
2017,SD,C. d'Arnaud,49,5,7,3,2,17,0.309,0.143,0.222
2017,SD,C. Asuaje,307,28,83,21,28,76,0.380,0.270,0.331
2017,SD,D. Lamet,35,0,3,0,0,22,0.036,0.086,0.086
2017,SD,F. Cordero,92,15,21,9,6,44,0.489,0.228,0.336
2017,SD,J. Pirela,312,43,90,40,27,71,0.532,0.288,0.375
2017,SD,P. Maton,0,0,0,0,0,0,0,0,0
2017,SD,D. Overton,1,0,0,0,0,1,0.000,0.000,0.000
2017,SD,B. Baumann,0,0,0,0,0,0,0,0,0
2017,SD,J. Ruiz,0,0,0,0,0,0,0,0,0
2017,SD,D. Coleman,66,6,15,9,2,33,0.593,0.227,0.292
2017,SD,K. Lloyd,1,0,0,0,0,0,0.000,0.000,0.000
2017,SD,T. Wood,17,3,4,6,0,7,0.313,0.235,0.350
2017,SD,K. McGrath,0,0,0,0,0,0,0,0,0
2017,SD,C. Capps,0,0,0,0,0,0,0,0,0
2017,SD,J. Lyles,8,1,2,3,1,3,0.208,0.250,0.333
2017,SD,C. Mazzoni,0,0,0,0,0,0,0,0,0
2017,SD,C. Villanueva,32,5,11,7,0,10,0.692,0.344,0.432
2017,SD,T. Melville,0,0,0,0,0,0,0,0,0
2017,SD,R. Gale,10,1,1,2,0,2,0.760,0.100,0.182
2017,LAD,A. Toles,98,18,27,16,5,17,0.421,0.276,0.388
2017,LAD,C. Seager,580,93,169,84,76,143,0.508,0.291,0.389
2017,LAD,C. Hatcher,0,0,0,0,0,0,0,0,0
2017,LAD,J. Turner,517,80,164,86,70,67,0.552,0.317,0.409
2017,LAD,A. Gonzalez,231,14,56,30,17,43,0.353,0.242,0.286
2017,LAD,S. Van Slyke,44,6,5,3,7,16,0.260,0.114,0.220
2017,LAD,L. Forsythe,398,65,92,42,78,116,0.313,0.231,0.339
2017,LAD,J. Pederson,296,50,65,40,41,78,0.454,0.220,0.332
2017,LAD,F. Gutierrez,56,8,13,8,7,16,0.408,0.232,0.328
2017,LAD,Y. Grandal,446,51,108,58,44,133,0.469,0.242,0.320
2017,LAD,Y. Puig,560,80,147,84,70,110,0.492,0.263,0.355
2017,LAD,C. Kershaw,57,6,10,2,4,16,0.206,0.175,0.254
2017,LAD,C. Utley,325,45,74,34,34,62,0.314,0.228,0.322
2017,LAD,E. Hernandez,326,52,72,46,46,85,0.475,0.221,0.328
2017,LAD,K. Maeda,40,2,5,4,0,3,0.112,0.125,0.167
2017,LAD,L. Avilan,2,0,0,0,0,1,0.000,0.000,0.000
2017,LAD,R. Stripling,10,3,0,0,0,4,0.000,0.000,0.231
2017,LAD,A. Barnes,267,43,73,43,43,54,0.455,0.273,0.374
2017,LAD,G. Dayton,0,0,0,0,0,0,0,0,0
2017,LAD,R. Hill,49,1,5,4,0,21,0.060,0.102,0.120
2017,LAD,S. Romo,0,0,0,0,0,0,0,0,0
2017,LAD,A. Wood,54,1,3,4,2,30,0.056,0.056,0.073
2017,LAD,K. Jansen,5,0,2,1,0,1,0.317,0.400,0.400
2017,LAD,B. McCarthy,23,2,1,0,3,16,0.138,0.043,0.120
2017,LAD,H. Ryu,30,3,4,0,3,18,0.211,0.133,0.212
2017,LAD,J. Fields,0,0,0,0,0,0,0,0,0
2017,LAD,T. Thompson,49,6,6,2,6,23,0.233,0.122,0.218
2017,LAD,P. Baez,1,0,0,1,1,1,0.000,0.000,0.000
2017,LAD,R. Segedin,20,3,4,1,0,7,0.261,0.200,0.304
2017,LAD,B. Eibner,33,3,6,6,2,17,0.452,0.182,0.250
2017,LAD,C. Taylor,577,97,164,80,62,153,0.549,0.284,0.387
2017,LAD,A. Liberatore,0,0,0,0,0,0,0,0,0
2017,LAD,C. Bellinger,546,97,142,106,68,177,0.572,0.260,0.372
2017,LAD,J. Urias,7,0,1,0,0,4,0.119,0.143,0.143
2017,LAD,B. Morrow,1,0,0,0,0,0,0.000,0.000,0.000
2017,LAD,J. Ravin,1,0,0,0,0,0,0.000,0.000,0.000
2017,LAD,B. Stewart,4,0,1,1,0,2,0.146,0.250,0.250
2017,LAD,M. Freeman,5,0,0,0,0,2,0.000,0.000,0.000
2017,LAD,E. Paredes,0,0,0,0,0,0,0,0,0
2017,LAD,K. Farmer,24,1,6,3,0,5,0.496,0.250,0.280
2017,LAD,T. Watson,0,0,0,0,0,0,0,0,0
2017,LAD,T. Cingrani,0,0,0,0,0,0,0,0,0
2017,LAD,Y. Darvish,21,0,1,1,2,16,0.033,0.048,0.048
2017,LAD,C. Granderson,127,17,19,12,18,41,0.412,0.150,0.250
2017,LAD,A. Verdugo,23,1,4,1,2,4,0.213,0.174,0.208
2017,LAD,A. Ethier,47,4,12,5,6,13,0.452,0.255,0.314
2017,LAD,O. Dickson,7,0,1,0,2,2,0.044,0.143,0.143
2017,LAD,W. Font,0,0,0,0,0,0,0,0,0
2017,LAD,F. Castillo,0,0,0,0,0,0,0,0,0
2017,LAD,C. Culberson,29,4,10,3,2,7,0.587,0.345,0.424
2017,LAD,W. Buehler,0,0,0,0,0,0,0,0,0
2017,LAD,T. Locastro,1,0,0,0,0,0,0.000,0.000,0.000
2017,KC,A. Gordon,476,52,99,45,45,126,0.267,0.208,0.286
2017,KC,M. Moustakas,555,75,151,85,34,94,0.554,0.272,0.359
2017,KC,L. Cain,584,86,176,49,54,100,0.407,0.301,0.391
2017,KC,E. Hosmer,603,98,192,94,66,104,0.437,0.318,0.414
2017,KC,S. Perez,471,57,126,80,17,95,0.520,0.268,0.347
2017,KC,B. Moss,362,41,75,50,37,128,0.385,0.207,0.288
2017,KC,P. Orlando,86,9,17,6,1,20,0.165,0.198,0.274
2017,KC,A. Escobar,599,71,150,54,15,102,0.285,0.250,0.330
2017,KC,A. Mondesi,53,4,9,3,3,22,0.165,0.170,0.228
2017,KC,C. Cuthbert,143,10,33,18,9,39,0.306,0.231,0.281
2017,KC,C. Colon,17,1,3,0,1,3,0.078,0.176,0.222
2017,KC,D. Butera,163,18,37,14,12,41,0.351,0.227,0.304
2017,KC,T. Gore,4,2,0,0,1,2,0.000,0.000,0.333
2017,KC,W. Merrifield,587,80,169,78,29,88,0.467,0.288,0.373
2017,KC,J. Bonifacio,384,55,98,40,35,118,0.449,0.255,0.349
2017,KC,J. Soler,97,7,14,6,12,36,0.235,0.144,0.202
2017,KC,B. Burns,6,1,1,0,0,1,0.056,0.167,0.286
2017,KC,C. Young,0,0,0,0,0,0,0,0,0
2017,KC,K. McCarthy,0,0,0,0,0,0,0,0,0
2017,KC,R. Torres,74,9,18,4,4,12,0.399,0.243,0.325
2017,KC,E. Skoglund,0,0,0,0,0,0,0,0,0
2017,KC,S. Alexander,3,0,0,0,0,1,0.000,0.000,0.000
2017,KC,M. Strahm,0,0,0,0,0,0,0,0,0
2017,KC,P. Moylan,0,0,0,0,0,0,0,0,0
2017,KC,K. Herrera,0,0,0,0,0,0,0,0,0
2017,KC,I. Kennedy,3,0,1,0,1,0,0.555,0.333,0.333
2017,KC,M. Minor,0,0,0,0,0,0,0,0,0
2017,KC,T. Wood,1,0,0,0,0,0,0.000,0.000,0.000
2017,KC,J. Soria,0,0,0,0,0,0,0,0,0
2017,KC,J. Junis,3,0,0,0,0,3,0.000,0.000,0.000
2017,KC,J. Vargas,4,0,1,0,0,1,0.250,0.250,0.250
2017,KC,J. Hammel,8,0,0,0,0,2,0.000,0.000,0.000
2017,KC,N. Feliz,0,0,0,0,0,0,0,0,0
2017,KC,D. Duffy,2,0,1,0,0,1,0.500,0.500,0.500
2017,KC,A. Alburquerque,0,0,0,0,0,0,0,0,0
2017,KC,M. Cabrera,223,24,60,29,11,22,0.439,0.269,0.340
2017,KC,C. Gallagher,24,2,6,5,3,4,0.482,0.250,0.308
2017,KC,T. Cahill,1,0,0,0,0,1,0.000,0.000,0.000
2017,KC,B. Maurer,0,0,0,0,0,0,0,0,0
2017,KC,R. Buchter,0,0,0,0,0,0,0,0,0
2017,MIN,B. Dozier,625,109,171,94,80,144,0.433,0.274,0.381
2017,MIN,R. Grossman,389,63,96,48,68,82,0.391,0.247,0.352
2017,MIN,B. Buxton,468,70,118,52,38,153,0.299,0.252,0.349
2017,MIN,J. Mauer,534,69,162,71,66,84,0.361,0.303,0.383
2017,MIN,M. Sano,424,75,112,77,54,173,0.597,0.264,0.375
2017,MIN,J. Castro,363,49,86,48,45,112,0.379,0.237,0.328
2017,MIN,J. Polanco,496,63,127,74,42,81,0.379,0.256,0.340
2017,MIN,M. Kepler,514,67,125,69,48,114,0.429,0.243,0.330
2017,MIN,E. Rosario,555,81,159,81,36,107,0.434,0.286,0.377
2017,MIN,C. Gimenez,186,28,41,16,33,60,0.354,0.220,0.322
2017,MIN,E. Escobar,465,63,119,74,34,98,0.444,0.256,0.345
2017,MIN,D. Santana,25,3,5,1,1,8,0.185,0.200,0.286
2017,MIN,K. Vargas,242,33,62,41,20,77,0.470,0.256,0.345
2017,MIN,E. Adrianza,171,31,44,24,16,26,0.343,0.257,0.371
2017,MIN,M. Belisle,0,0,0,0,0,0,0,0,0
2017,MIN,J. Haley,0,0,0,0,0,0,0,0,0
2017,MIN,C. Breslow,0,0,0,0,0,0,0,0,0
2017,MIN,B. Kintzler,0,0,0,0,0,0,0,0,0
2017,MIN,E. Santana,10,3,2,5,0,3,0.376,0.200,0.385
2017,MIN,T. Duffey,0,0,0,0,0,0,0,0,0
2017,MIN,J. Berrios,5,0,1,0,0,2,0.347,0.200,0.200
2017,MIN,N. Turley,2,0,0,0,0,0,0.000,0.000,0.000
2017,MIN,C. Heston,0,0,0,0,0,0,0,0,0
2017,MIN,B. Boshers,0,0,0,0,0,0,0,0,0
2017,MIN,A. Wimmers,0,0,0,0,0,0,0,0,0
2017,MIN,Z. Granite,96,16,24,16,12,9,0.248,0.250,0.357
2017,MIN,T. Rogers,0,0,0,0,0,0,0,0,0
2017,MIN,B. Colon,4,0,0,0,0,2,0.000,0.000,0.000
2017,MIN,R. Pressly,0,0,0,0,0,0,0,0,0
2017,MIN,A. Busenitz,0,0,0,0,0,0,0,0,0
2017,MIN,T. Hildenberger,0,0,0,0,0,0,0,0,0
2017,MIN,D. Enns,2,0,1,0,0,1,0.500,0.500,0.500
2017,MIN,M. Garver,47,5,9,3,6,16,0.324,0.191,0.269
2017,MIN,N. Goodrum,17,1,1,0,1,10,0.029,0.059,0.111
2017,PHI,C. Hernandez,511,85,150,34,61,104,0.447,0.294,0.394
2017,PHI,H. Kendrick,141,16,48,16,11,30,0.521,0.340,0.408
2017,PHI,O. Herrera,526,67,148,56,31,126,0.418,0.281,0.363
2017,PHI,M. Franco,575,66,132,76,41,95,0.372,0.230,0.309
2017,PHI,M. Saunders,200,25,41,20,13,51,0.386,0.205,0.293
2017,PHI,T. Joseph,495,51,119,69,33,129,0.408,0.240,0.311
2017,PHI,C. Rupp,295,35,64,34,34,114,0.391,0.217,0.300
2017,PHI,F. Galvis,608,71,155,61,45,111,0.428,0.255,0.333
2017,PHI,J. Hellickson,33,1,3,2,3,9,0.353,0.091,0.118
2017,PHI,J. Benoit,0,0,0,0,0,0,0,0,0
2017,PHI,E. Ramos,1,0,0,0,0,1,0.000,0.000,0.000
2017,PHI,B. Stassi,78,6,13,7,12,22,0.362,0.167,0.226
2017,PHI,H. Neris,0,0,0,0,0,0,0,0,0
2017,PHI,J. Gomez,0,0,0,0,0,0,0,0,0
2017,PHI,A. Altherr,372,58,101,65,32,104,0.564,0.272,0.370
2017,PHI,J. Eickhoff,31,3,5,0,0,13,0.086,0.161,0.235
2017,PHI,J. Rodriguez,0,0,0,0,0,0,0,0,0
2017,PHI,P. Neshek,0,0,0,0,0,0,0,0,0
2017,PHI,D. Nava,183,21,55,21,26,38,0.549,0.301,0.373
2017,PHI,A. Knapp,171,26,44,13,31,56,0.406,0.257,0.355
2017,PHI,A. Morgan,2,0,1,0,1,1,0.500,0.500,0.500
2017,PHI,A. Blanco,130,10,25,13,12,34,0.348,0.192,0.250
2017,PHI,C. Buchholz,2,0,0,0,0,2,0.000,0.000,0.000
2017,PHI,V. Velasquez,24,1,6,1,1,4,0.242,0.250,0.280
2017,PHI,A. Nola,48,3,4,1,4,25,0.092,0.083,0.137
2017,PHI,L. Garcia,0,0,0,0,0,0,0,0,0
2017,PHI,Z. Eflin,21,1,3,2,0,13,0.077,0.143,0.182
2017,PHI,T. Kelly,88,11,17,14,8,24,0.369,0.193,0.283
2017,PHI,M. Leiter Jr.,25,0,2,0,0,12,0.094,0.080,0.080
2017,PHI,N. Pivetta,44,3,3,0,0,21,0.088,0.068,0.128
2017,PHI,J. Thompson,12,1,2,0,1,5,0.321,0.167,0.231
2017,PHI,R. Pinto,1,1,0,0,0,1,0.000,0.000,0.500
2017,PHI,B. Lively,26,2,6,8,0,9,0.457,0.231,0.286
2017,PHI,C. Fien,0,0,0,0,0,0,0,0,0
2017,PHI,C. Perkins,88,9,16,8,5,23,0.218,0.182,0.258
2017,PHI,H. Milner,2,0,0,0,0,2,0.000,0.000,0.000
2017,PHI,N. Williams,313,45,90,55,20,97,0.489,0.288,0.377
2017,PHI,J. Therrien,2,0,0,0,0,2,0.000,0.000,0.000
2017,PHI,P. Beato,0,0,0,0,0,0,0,0,0
2017,PHI,H. Kim,87,9,20,4,10,19,0.249,0.230,0.302
2017,PHI,J. Alfaro,107,12,34,14,3,33,0.453,0.318,0.387
2017,PHI,R. Hoskins,170,37,44,48,37,46,0.652,0.259,0.391
2017,PHI,P. Florimon,46,6,16,6,3,16,0.520,0.348,0.423
2017,PHI,Y. Rios,1,0,0,0,0,1,0.000,0.000,0.000
2017,PHI,J. Nicasio,0,0,0,0,0,0,0,0,0
2017,PHI,K. Siegrist,0,0,0,0,0,0,0,0,0
2017,PHI,J.P. Crawford,70,8,15,6,16,22,0.306,0.214,0.295
2017,PHI,V. Arano,0,0,0,0,0,0,0,0,0
2017,PHI,Z. Curtis,0,0,0,0,0,0,0,0,0
2017,PHI,H. Alvarez,6,0,0,0,0,2,0.000,0.000,0.000
2017,CIN,B. Hamilton,582,85,144,38,44,133,0.333,0.247,0.343
2017,CIN,J. Peraza,487,50,126,37,20,70,0.317,0.259,0.328
2017,CIN,M. Lorenzen,12,1,2,1,0,5,1.049,0.167,0.231
2017,CIN,A. Alcantara,105,13,18,7,2,38,0.296,0.171,0.263
2017,CIN,J. Votto,559,106,179,100,134,83,0.575,0.320,0.429
2017,CIN,A. Duvall,587,78,146,99,39,170,0.540,0.249,0.337
2017,CIN,E. Suarez,534,87,139,82,84,147,0.508,0.260,0.364
2017,CIN,R. Iglesias,1,0,1,0,0,0,2.000,1.000,1.000
2017,CIN,S. Schebler,473,63,110,67,39,125,0.504,0.233,0.323
2017,CIN,Z. Cozart,438,80,130,63,62,78,0.580,0.297,0.405
2017,CIN,T. Barnhart,370,26,100,44,42,68,0.378,0.270,0.318
2017,CIN,S. Feldman,34,0,1,0,0,16,0.004,0.029,0.029
2017,CIN,B. Astin,1,0,0,0,0,1,0.000,0.000,0.000
2017,CIN,P. Kivlehan,178,23,37,26,22,61,0.392,0.208,0.299
2017,CIN,B. Wood,1,0,0,0,0,1,0.000,0.000,0.000
2017,CIN,D. Storen,1,0,0,0,0,0,0.000,0.000,0.000
2017,CIN,S. Gennett,461,80,136,97,30,114,0.565,0.295,0.399
2017,CIN,B. Finnegan,5,0,0,0,0,1,0.000,0.000,0.000
2017,CIN,S. Turner,82,4,11,7,5,22,0.264,0.134,0.174
2017,CIN,R. Davis,6,0,1,0,0,5,0.817,0.167,0.167
2017,CIN,W. Peralta,0,0,0,0,0,0,0,0,0
2017,CIN,C. Reed,2,0,0,0,0,2,0.000,0.000,0.000
2017,CIN,T. Cingrani,0,0,0,0,0,0,0,0,0
2017,CIN,A. Garrett,19,1,1,1,0,6,0.031,0.053,0.100
2017,CIN,B. Arroyo,26,0,4,0,0,10,0.054,0.154,0.154
2017,CIN,R. Stephenson,23,1,1,0,0,15,0.092,0.043,0.083
2017,CIN,J. Winker,121,21,36,15,15,24,0.473,0.298,0.401
2017,CIN,S. Romano,24,0,1,0,1,15,0.027,0.042,0.042
2017,CIN,T. Adleman,29,0,3,2,0,10,0.206,0.103,0.103
2017,CIN,P. Ervin,58,8,15,10,4,15,0.676,0.259,0.348
2017,CIN,L. Bonilla,6,0,1,0,1,3,0.214,0.167,0.167
2017,CIN,A. Hernandez,2,0,0,0,0,1,0.000,0.000,0.000
2017,CIN,D. Mesoraco,141,17,30,14,18,38,0.434,0.213,0.297
2017,CIN,A. Brice,4,0,0,0,0,2,0.000,0.000,0.000
2017,CIN,A. Wojciechowski,14,0,1,0,0,11,0.036,0.071,0.071
2017,CIN,J. Buchanan,2,1,1,1,1,1,0.500,0.500,0.667
2017,CIN,L. Castillo,29,0,2,1,1,11,0.048,0.069,0.069
2017,CIN,H. Bailey,28,4,7,0,0,11,0.325,0.250,0.344
2017,CIN,K. Shackelford,3,0,1,0,0,1,0.278,0.333,0.333
2017,CIN,J. Stephens,6,1,2,2,0,2,0.411,0.333,0.429
2017,CIN,A. Chacin,0,0,0,0,0,0,0,0,0
2017,CIN,L. Farrell,0,0,0,0,0,0,0,0,0
2017,CIN,C. Wallach,11,0,1,0,0,5,0.038,0.091,0.091
2017,CIN,T. Mahle,7,1,1,0,0,2,0.282,0.143,0.250
2017,CIN,Z. Vincej,9,2,1,0,1,5,0.026,0.111,0.273
2017,CIN,D. McGuire,3,0,0,1,0,1,0.000,0.000,0.000
2017,CIN,K. Mella,0,0,0,0,0,0,0,0,0
2017,CLE,C. Santana,598,94,156,84,91,98,0.424,0.261,0.361
2017,CLE,F. Lindor,677,102,184,93,65,99,0.507,0.272,0.367
2017,CLE,M. Brantley,358,48,104,54,32,55,0.417,0.291,0.374
2017,CLE,E. Encarnacion,565,97,143,107,108,139,0.441,0.253,0.363
2017,CLE,J. Ramirez,613,110,189,83,55,77,0.523,0.308,0.414
2017,CLE,Y. Gomes,351,45,83,59,33,102,0.348,0.236,0.323
2017,CLE,T. Naquin,37,4,8,1,2,9,0.314,0.216,0.293
2017,CLE,Y. Diaz,159,25,41,13,22,38,0.293,0.258,0.359
2017,CLE,M. Martinez,11,1,4,0,2,5,0.632,0.364,0.417
2017,CLE,A. Almonte,173,26,40,14,20,46,0.358,0.231,0.332
2017,CLE,B. Guyer,169,24,40,21,15,44,0.295,0.237,0.332
2017,CLE,A. Jackson,300,51,94,36,35,72,0.461,0.313,0.413
2017,CLE,R. Perez,231,23,48,40,28,75,0.258,0.208,0.280
2017,CLE,J. Tomlin,7,0,1,0,0,3,0.133,0.143,0.143
2017,CLE,D. Otero,0,0,0,0,0,0,0,0,0
2017,CLE,Z. McAllister,0,0,0,0,0,0,0,0,0
2017,CLE,S. Armstrong,0,0,0,0,0,0,0,0,0
2017,CLE,T. Bauer,3,0,0,0,0,1,0.000,0.000,0.000
2017,CLE,B. Shaw,0,0,0,0,0,0,0,0,0
2017,CLE,B. Logan,0,0,0,0,0,0,0,0,0
2017,CLE,C. Allen,0,0,0,0,0,0,0,0,0
2017,CLE,C. Kluber,2,0,1,0,0,0,0.500,0.500,0.500
2017,CLE,A. Miller,1,0,0,0,0,1,0.000,0.000,0.000
2017,CLE,L. Chisenhall,241,35,68,53,25,59,0.568,0.282,0.373
2017,CLE,J. Kipnis,358,43,82,36,28,79,0.339,0.229,0.312
2017,CLE,E. Gonzalez,116,18,30,13,3,38,0.393,0.259,0.358
2017,CLE,D. Robertson,80,9,18,7,7,3,0.356,0.225,0.303
2017,CLE,B. Zimmer,303,43,74,41,27,99,0.451,0.244,0.338
2017,CLE,C. Carrasco,4,1,0,0,1,1,0.000,0.000,0.200
2017,CLE,M. Clevinger,2,0,0,0,0,1,0.000,0.000,0.000
2017,CLE,N. Goody,0,0,0,0,0,0,0,0,0
2017,CLE,K. Crockett,0,0,0,0,0,0,0,0,0
2017,CLE,G. Urshela,168,14,37,16,8,28,0.247,0.220,0.280
2017,CLE,J. Bruce,167,26,42,30,20,45,0.599,0.251,0.352
2017,CLE,F. Mejia,13,1,2,1,1,3,0.164,0.154,0.214
2017,CLE,G. Allen,35,7,8,6,2,8,0.336,0.229,0.357
2017,TEX,C. Gomez,372,52,96,52,31,128,0.446,0.258,0.349
2017,TEX,S. Choo,548,96,142,78,78,137,0.391,0.259,0.370
2017,TEX,N. Mazara,556,64,140,101,58,129,0.466,0.252,0.329
2017,TEX,M. Napoli,428,61,82,67,50,164,0.390,0.192,0.292
2017,TEX,R. Odor,611,81,126,78,32,163,0.424,0.206,0.299
2017,TEX,J. Lucroy,283,27,68,27,20,32,0.345,0.240,0.306
2017,TEX,J. Gallo,453,86,96,81,75,197,0.522,0.212,0.338
2017,TEX,E. Andrus,648,100,191,88,38,103,0.489,0.295,0.389
2017,TEX,J. Profar,58,8,10,5,9,14,0.126,0.172,0.273
2017,TEX,D. DeShields,376,75,101,22,44,109,0.341,0.269,0.390
2017,TEX,R. Rua,129,17,28,12,14,52,0.289,0.217,0.308
2017,TEX,R. Chirinos,264,46,67,38,34,79,0.563,0.254,0.365
2017,TEX,D. Robinson,107,11,24,13,14,42,0.516,0.224,0.297
2017,TEX,P. Kozma,36,4,4,2,2,18,0.213,0.111,0.200
2017,TEX,A. Claudio,0,0,0,0,0,0,0,0,0
2017,TEX,K. Kela,0,0,0,0,0,0,0,0,0
2017,TEX,N. Martinez,1,0,0,0,1,1,0.000,0.000,0.000
2017,TEX,A.J. Griffin,5,0,0,0,1,5,0.000,0.000,0.000
2017,TEX,J. Hoying,72,13,16,7,4,23,0.418,0.222,0.341
2017,TEX,A. Beltre,345,48,108,71,39,53,0.512,0.313,0.397
2017,TEX,A. Cashner,5,0,1,1,0,2,0.280,0.200,0.200
2017,TEX,M. Bush,0,0,0,0,0,0,0,0,0
2017,TEX,J. Leclerc,0,0,0,0,0,0,0,0,0
2017,TEX,M. Perez,6,0,0,0,0,6,0.000,0.000,0.000
2017,TEX,T. Barnette,0,0,0,0,0,0,0,0,0
2017,TEX,J. Jeffress,0,0,0,0,0,0,0,0,0
