team,score,walksissued,stolenbases,strikeoutsthrown,totalbases,date,opponent,opponent_score,home
OAK,5,2,1,9,12,2020-08-05,TEX,1,1
SD,2,4,1,5,8,2020-08-05,LAD,5,1
SEA,3,4,0,7,13,2020-08-05,LAA,5,1
NYY,7,7,0,3,18,2020-08-05,PHI,11,1
BAL,0,4,0,11,4,2020-08-05,MIA,1,1
WSH,1,7,0,5,7,2020-08-05,NYM,3,1
TB,0,1,0,11,7,2020-08-05,BOS,5,1
PIT,2,4,0,7,8,2020-08-05,MIN,5,1
ATL,1,1,0,9,6,2020-08-05,TOR,2,1
CLE,2,6,0,9,4,2020-08-05,CIN,0,1
PHI,1,0,1,13,4,2020-08-05,NYY,3,1
KC,1,2,0,11,6,2020-08-06,CHC,6,1
CHW,0,1,0,11,7,2020-08-06,MIL,1,1
MIA,2,4,1,7,5,2020-08-06,BAL,1,1
COL,3,0,1,5,9,2020-08-06,SF,4,1
ARI,14,4,0,10,35,2020-08-06,HOU,7,1
OAK,6,1,0,13,19,2020-08-06,TEX,4,1
SD,6,2,2,7,17,2020-08-06,LAD,7,1
SEA,7,0,4,10,19,2020-08-06,LAA,6,1
PIT,6,3,2,7,11,2020-08-06,MIN,5,1
COL,6,3,0,4,20,2020-08-06,SF,4,1
OAK,6,2,0,5,9,2020-08-06,TEX,4,1
SEA,1,3,1,7,8,2020-08-06,LAA,6,1
PHI,5,1,0,10,15,2020-08-06,NYY,4,1
CLE,13,4,0,11,20,2020-08-06,CIN,0,1
ATL,4,0,0,10,11,2020-08-06,TOR,3,1
ARI,5,1,0,9,15,2020-08-06,HOU,4,1
KC,13,2,2,11,36,2020-08-06,CHC,2,1
MIA,8,1,2,6,18,2020-08-06,BAL,7,1
CHW,3,7,0,10,10,2020-08-07,MIL,8,1
WSH,0,5,0,9,5,2020-08-07,BAL,11,1
TB,1,5,0,9,3,2020-08-07,NYY,0,1
PIT,13,6,0,16,27,2020-08-07,DET,17,1
NYM,3,4,0,16,12,2020-08-07,MIA,4,1
BOS,5,6,1,3,16,2020-08-07,TOR,3,1
KC,3,3,1,7,13,2020-08-08,MIN,2,1
CHW,2,8,0,6,9,2020-08-08,CLE,0,1
MIL,3,5,0,7,11,2020-08-08,CIN,8,1
TEX,4,4,2,12,6,2020-08-08,LAA,3,1
OAK,3,4,0,9,17,2020-08-08,HOU,2,1
SD,3,1,0,11,14,2020-08-08,ARI,0,1
LAD,7,2,0,10,22,2020-08-08,SF,2,1
SEA,4,5,1,8,14,2020-08-08,COL,8,1
CHW,1,5,0,12,13,2020-08-08,CLE,7,1
TB,4,5,0,9,13,2020-08-08,NYY,8,1
PIT,5,4,0,12,10,2020-08-08,DET,11,1
OAK,3,0,1,7,16,2020-08-08,HOU,1,1
TB,5,3,0,4,6,2020-08-08,NYY,3,1
PHI,5,1,1,9,16,2020-08-08,ATL,0,1
WSH,3,2,0,9,11,2020-08-08,BAL,5,1
KC,9,3,3,10,25,2020-08-08,MIN,6,1
TEX,2,2,0,10,8,2020-08-08,LAA,0,1
MIL,1,5,1,10,5,2020-08-08,CIN,4,1
NYM,8,7,0,9,17,2020-08-08,MIA,4,1
BOS,1,6,1,7,4,2020-08-08,TOR,2,1
LAD,4,2,0,12,7,2020-08-09,SF,5,1
SD,2,2,0,9,15,2020-08-09,ARI,3,1
SEA,0,6,0,6,1,2020-08-09,COL,5,1
WSH,2,3,0,8,12,2020-08-09,BAL,6,1
PHI,2,5,1,7,4,2020-08-09,ATL,5,1
NYM,4,4,1,12,10,2020-08-09,MIA,2,1
TB,4,4,0,9,17,2020-08-09,NYY,3,1
BOS,5,1,0,15,13,2020-08-09,TOR,3,1
PIT,1,2,1,12,7,2020-08-09,DET,2,1
KC,4,2,1,10,13,2020-08-09,MIN,2,1
MIL,9,3,1,7,19,2020-08-09,CIN,3,1
TEX,7,7,1,13,14,2020-08-09,LAA,3,1
LAD,6,4,0,11,14,2020-08-09,SF,2,1
OAK,7,3,0,10,18,2020-08-09,HOU,2,1
SD,9,4,0,15,30,2020-08-09,ARI,5,1
SEA,5,2,1,13,9,2020-08-09,COL,3,1
PHI,0,1,0,8,5,2020-08-09,ATL,8,1
CHW,4,6,0,12,14,2020-08-09,CLE,5,1
PHI,13,1,0,11,30,2020-08-10,ATL,8,1
DET,5,1,0,6,18,2020-08-10,CHW,1,1
NYM,4,3,0,7,13,2020-08-10,WSH,16,1
BOS,7,8,0,8,17,2020-08-10,TB,8,1
MIL,2,2,0,12,13,2020-08-11,MIN,4,1
COL,8,2,1,10,21,2020-08-11,ARI,12,1
HOU,6,1,1,6,13,2020-08-11,SF,4,1
TEX,2,6,2,5,10,2020-08-11,SEA,10,1
LAA,10,7,0,7,28,2020-08-11,OAK,9,1
LAD,1,4,0,4,4,2020-08-11,SD,2,1
TOR,5,4,1,9,12,2020-08-11,MIA,4,1
CIN,6,4,1,11,20,2020-08-11,KC,5,1
NYY,9,2,0,8,14,2020-08-11,ATL,6,1
PHI,9,3,0,6,22,2020-08-11,BAL,10,1
CLE,1,4,0,5,6,2020-08-11,CHC,7,1
DET,4,3,0,5,11,2020-08-11,CHW,8,1
NYM,1,0,0,8,10,2020-08-11,WSH,2,1
BOS,2,6,0,9,12,2020-08-11,TB,8,1
MIL,6,4,0,16,22,2020-08-12,MIN,4,1
COL,8,3,2,4,22,2020-08-12,ARI,7,1
TEX,4,4,0,9,8,2020-08-12,SEA,2,1
HOU,6,5,0,8,18,2020-08-12,SF,7,1
LAA,6,2,1,13,25,2020-08-12,OAK,0,1
LAD,2,2,0,4,12,2020-08-12,SD,6,1
DET,5,4,1,13,18,2020-08-12,CHW,7,1
COL,7,2,0,4,30,2020-08-12,ARI,13,1
LAA,4,6,0,8,12,2020-08-12,OAK,8,1
CLE,2,9,0,13,9,2020-08-12,CHC,7,1
TOR,11,6,3,13,41,2020-08-12,MIA,14,1
CIN,4,8,1,13,15,2020-08-12,KC,5,1
NYY,6,3,1,8,23,2020-08-12,ATL,3,1
PHI,4,2,2,15,11,2020-08-12,BAL,5,1
HOU,5,1,0,9,12,2020-08-12,SF,1,1
MIL,2,6,0,6,9,2020-08-12,MIN,12,1
NYM,11,1,2,11,26,2020-08-12,WSH,6,1
BOS,5,2,1,7,15,2020-08-12,TB,9,1
TEX,7,5,2,6,13,2020-08-13,SEA,4,1
LAD,6,4,0,14,12,2020-08-13,SD,0,1
NYM,8,4,1,6,24,2020-08-13,WSH,2,1
PHI,4,5,0,8,19,2020-08-13,BAL,11,1
BOS,8,5,0,13,22,2020-08-13,TB,17,1
CIN,6,3,0,8,24,2020-08-13,PIT,9,1
CHC,4,2,0,11,12,2020-08-13,MIL,2,1
LAD,11,1,0,6,34,2020-08-14,SD,2,1
WSH,2,3,0,8,12,2020-08-09,BAL,6,1
TOR,12,7,0,9,28,2020-08-14,TB,4,1
BAL,3,2,0,5,11,2020-08-14,WSH,15,1
NYY,10,2,1,12,20,2020-08-14,BOS,3,1
PHI,6,5,0,8,17,2020-08-14,NYM,5,1
CIN,8,1,1,13,24,2020-08-14,PIT,1,1
DET,5,6,1,5,20,2020-08-14,CLE,10,1
MIA,8,0,4,9,12,2020-08-14,ATL,2,1
CHC,3,2,0,12,8,2020-08-15,MIL,4,1
COL,2,2,0,10,2,2020-08-15,TEX,3,1
HOU,11,4,0,9,19,2020-08-15,SEA,1,1
ARI,5,2,0,9,12,2020-08-15,SD,1,1
LAA,4,2,0,9,11,2020-08-15,LAD,7,1
SF,7,3,0,7,22,2020-08-15,OAK,8,1
CHW,1,2,0,6,5,2020-08-15,STL,5,1
MIN,4,0,0,10,14,2020-08-15,KC,2,1
CHC,5,4,0,5,19,2020-08-15,MIL,6,1
CHW,3,2,0,6,9,2020-08-15,STL,6,1
MIN,2,5,0,9,5,2020-08-15,KC,4,1
PHI,6,2,1,10,13,2020-08-15,NYM,2,1
DET,1,8,1,6,6,2020-08-15,CLE,3,1
MIA,1,3,1,6,11,2020-08-15,ATL,2,1
TOR,2,5,0,13,12,2020-08-15,TB,3,1
NYY,11,1,1,5,24,2020-08-15,BOS,5,1
SF,6,5,1,14,13,2020-08-15,OAK,7,1
HOU,2,3,0,9,11,2020-08-15,SEA,1,1
BAL,7,1,1,6,21,2020-08-15,WSH,3,1
ARI,7,5,1,9,17,2020-08-16,SD,6,1
COL,4,2,0,6,18,2020-08-16,TEX,6,1
LAA,5,5,1,9,13,2020-08-16,LAD,6,1
TOR,2,5,0,13,12,2020-08-15,TB,3,1
DET,5,3,0,5,15,2020-08-16,CLE,8,1
BAL,5,7,1,10,17,2020-08-16,WSH,6,1
PHI,6,1,0,6,21,2020-08-16,NYM,2,1
MIA,0,3,1,16,2,2020-08-16,ATL,4,1
CHW,7,3,1,5,20,2020-08-16,STL,2,1
HOU,3,6,1,12,10,2020-08-16,SEA,2,1
MIN,4,1,0,8,10,2020-08-16,KC,2,1
CHC,5,0,0,9,5,2020-08-16,MIL,6,1
COL,10,6,0,9,22,2020-08-16,TEX,6,1
TOR,5,4,0,9,19,2020-08-16,TB,7,1
SF,3,7,0,8,16,2020-08-16,OAK,15,1
ARI,5,9,1,9,14,2020-08-16,SD,4,1
LAA,3,1,0,11,16,2020-08-16,LAD,8,1
NYY,4,4,0,8,14,2020-08-16,BOS,2,1
CHC,1,1,0,5,7,2020-08-17,STL,3,1
BAL,2,2,0,6,6,2020-08-17,TOR,7,1
NYY,6,2,0,9,18,2020-08-17,BOS,3,1
ATL,7,7,1,12,22,2020-08-17,WSH,6,1
MIA,4,8,1,8,16,2020-08-17,NYM,11,1
STL,4,9,0,10,14,2020-08-18,CHC,5,1
CHW,7,3,0,13,30,2020-08-18,DET,2,1
MIN,4,2,0,9,16,2020-08-18,KC,1,1
TEX,4,6,0,4,6,2020-08-18,SD,14,1
HOU,2,5,0,7,9,2020-08-18,COL,1,1
ARI,4,2,2,8,16,2020-08-18,OAK,3,1
LAA,7,1,0,5,21,2020-08-18,SF,6,1
LAD,11,2,0,8,22,2020-08-18,SEA,9,1
HOU,2,2,1,13,5,2020-08-18,COL,1,1
LAA,2,5,0,9,9,2020-08-18,SF,8,1
TEX,4,4,1,11,9,2020-08-18,SD,6,1
ARI,10,3,0,13,20,2020-08-18,OAK,1,1
NYY,3,1,0,7,11,2020-08-18,TB,6,1
PIT,3,4,0,11,11,2020-08-18,CLE,6,1
ATL,5,4,0,4,20,2020-08-18,WSH,8,1
LAD,2,2,1,6,7,2020-08-18,SEA,1,1
MIA,3,6,1,6,14,2020-08-18,NYM,8,1
BOS,6,3,0,10,15,2020-08-18,PHI,13,1
BAL,7,6,1,10,24,2020-08-18,TOR,8,1
CHW,10,3,0,6,17,2020-08-19,DET,4,1
MIN,4,4,3,15,8,2020-08-19,MIL,3,1
CHC,6,5,0,12,19,2020-08-19,STL,3,1
BAL,2,1,0,9,12,2020-08-19,TOR,5,1
BOS,6,6,1,12,17,2020-08-19,PHI,3,1
CHC,3,5,0,8,8,2020-08-19,STL,9,1
KC,4,3,1,6,7,2020-08-19,CIN,0,1
STL,2,2,0,8,3,2020-08-19,CHC,4,1
NYY,2,2,1,12,9,2020-08-19,TB,4,1
PIT,1,8,0,11,6,2020-08-19,CLE,6,1
MIA,3,3,0,8,7,2020-08-19,NYM,5,1
KC,0,5,2,9,1,2020-08-20,CIN,5,1
CHW,5,2,1,11,20,2020-08-20,DET,3,1
MIN,3,7,0,5,15,2020-08-20,MIL,9,1
COL,6,1,0,3,11,2020-08-20,HOU,13,1
SD,6,2,1,9,20,2020-08-20,TEX,3,1
OAK,4,2,0,10,12,2020-08-20,ARI,1,1
SEA,6,3,3,11,16,2020-08-20,LAD,4,1
SF,7,3,0,13,18,2020-08-20,LAA,2,1
NYY,5,6,1,11,18,2020-08-20,TB,10,1
TOR,3,1,0,11,12,2020-08-20,PHI,2,1
CHW,9,1,1,15,22,2020-08-20,DET,0,1
COL,8,2,0,9,27,2020-08-20,HOU,10,1
TOR,9,3,0,9,17,2020-08-20,PHI,8,1
PIT,0,6,0,8,7,2020-08-20,CLE,2,1
MIN,7,1,0,9,20,2020-08-20,MIL,1,1
SEA,1,5,0,7,8,2020-08-20,LAD,6,1
BAL,1,4,0,9,8,2020-08-20,BOS,7,1
SD,8,5,1,16,21,2020-08-21,TEX,7,1
STL,5,4,0,6,8,2020-08-21,CIN,4,1
OAK,5,2,1,8,19,2020-08-21,ARI,1,1
SF,10,5,1,12,21,2020-08-21,LAA,5,1
WSH,2,3,0,14,10,2020-08-21,MIA,3,1
TB,5,2,0,9,18,2020-08-21,TOR,6,1
PIT,7,5,0,3,19,2020-08-21,MIL,2,1
ATL,11,4,0,8,25,2020-08-21,PHI,2,1
CLE,5,2,0,10,15,2020-08-21,DET,10,1
BAL,5,2,0,5,17,2020-08-21,BOS,8,1
CHC,1,1,0,12,8,2020-08-22,CHW,10,1
KC,7,5,0,11,17,2020-08-22,MIN,2,1
STL,2,4,1,9,3,2020-08-22,CIN,4,1
SD,4,7,0,13,12,2020-08-22,HOU,3,1
SEA,7,1,1,12,13,2020-08-22,TEX,4,1
LAD,5,0,0,14,15,2020-08-22,COL,1,1
OAK,5,3,1,6,15,2020-08-22,LAA,3,1
SF,6,0,0,10,19,2020-08-22,ARI,2,1
PIT,12,7,0,9,29,2020-08-22,MIL,5,1
WSH,5,2,1,8,7,2020-08-22,MIA,4,1
OAK,3,3,1,6,12,2020-08-22,LAA,4,1
TB,2,6,0,8,5,2020-08-22,TOR,1,1
KC,2,5,1,8,14,2020-08-22,MIN,7,1
ATL,6,4,0,9,16,2020-08-22,PHI,5,1
CLE,6,1,1,13,15,2020-08-22,DET,1,1
BAL,5,6,0,7,17,2020-08-22,BOS,4,1
MIA,5,2,0,4,11,2020-08-22,WSH,3,1
CHC,4,3,0,9,8,2020-08-23,CHW,7,1
STL,3,2,0,4,11,2020-08-23,CIN,0,1
LAD,4,4,0,4,12,2020-08-23,COL,3,1
SD,13,2,0,7,33,2020-08-23,HOU,2,1
SEA,10,1,0,8,22,2020-08-23,TEX,1,1
SF,5,0,0,4,7,2020-08-23,ARI,1,1
WSH,9,0,1,8,15,2020-08-23,MIA,3,1
BAL,5,4,0,7,15,2020-08-23,BOS,4,1
CLE,4,5,1,9,14,2020-08-23,DET,7,1
TB,5,5,1,5,11,2020-08-23,TOR,4,1
PIT,5,2,3,12,14,2020-08-23,MIL,4,1
KC,4,5,2,6,12,2020-08-23,MIN,5,1
STL,6,6,1,3,21,2020-08-23,CIN,2,1
CHC,2,5,0,13,10,2020-08-23,CHW,1,1
SD,5,1,1,8,10,2020-08-23,HOU,3,1
LAD,11,2,3,7,33,2020-08-23,COL,3,1
OAK,5,7,1,10,11,2020-08-23,LAA,4,1
SF,6,3,0,10,19,2020-08-23,ARI,1,1
SEA,4,1,1,8,15,2020-08-23,TEX,1,1
ATL,4,3,0,10,15,2020-08-23,PHI,5,1
TB,4,4,0,10,17,2020-08-24,TOR,6,1
WSH,8,6,0,9,19,2020-08-24,MIA,11,1
CLE,2,1,0,10,17,2020-08-24,MIN,3,1
DET,3,4,0,8,10,2020-08-24,CHC,9,1
TEX,3,4,0,13,11,2020-08-25,OAK,2,1
MIL,4,2,3,9,16,2020-08-25,CIN,2,1
STL,9,2,1,5,18,2020-08-25,KC,3,1
HOU,11,3,0,14,20,2020-08-25,LAA,4,1
ARI,2,4,0,6,12,2020-08-25,COL,3,1
HOU,6,2,0,7,7,2020-08-25,LAA,3,1
NYM,0,1,0,7,10,2020-08-25,MIA,4,1
WSH,3,5,0,4,15,2020-08-25,PHI,8,1
TOR,7,3,0,6,18,2020-08-25,BOS,9,1
TB,4,1,1,15,14,2020-08-25,BAL,2,1
HOU,5,10,0,7,15,2020-08-25,LAA,12,1
CLE,4,4,2,12,11,2020-08-25,MIN,2,1
DET,7,3,1,10,16,2020-08-25,CHC,1,1
TEX,3,5,0,10,10,2020-08-26,OAK,10,1
CHW,4,1,0,13,12,2020-08-26,PIT,0,1
MIL,3,1,0,13,6,2020-08-26,CIN,2,1
STL,4,3,0,7,12,2020-08-26,KC,5,1
SD,3,2,0,13,20,2020-08-26,SEA,8,1
ARI,4,6,0,10,19,2020-08-26,COL,5,1
MIA,3,5,3,7,3,2020-08-26,NYM,0,1
SF,10,5,0,13,25,2020-08-26,LAD,8,1
CHW,10,3,0,10,27,2020-08-26,PIT,3,1
ATL,5,2,1,6,17,2020-08-26,NYY,1,1
WSH,2,3,2,5,11,2020-08-26,PHI,3,1
TOR,9,3,1,7,22,2020-08-26,BOS,1,1
TB,4,2,1,9,14,2020-08-26,BAL,3,1
ATL,2,1,0,5,8,2020-08-26,NYY,1,1
CLE,6,1,1,7,16,2020-08-26,MIN,3,1
DET,7,4,1,4,22,2020-08-26,CHC,6,1
NYM,5,5,1,16,16,2020-08-26,MIA,4,1
TEX,1,6,2,11,4,2020-08-27,OAK,3,1
STL,6,5,1,6,11,2020-08-27,KC,5,1
ARI,7,8,1,14,13,2020-08-27,COL,8,1
SD,10,3,0,8,22,2020-08-27,SEA,7,1
STL,3,2,0,4,10,2020-08-27,PIT,4,1
SF,0,3,0,7,6,2020-08-27,LAD,7,1
MIL,1,5,0,4,10,2020-08-27,CIN,6,1
SD,3,5,1,8,14,2020-08-27,SEA,8,1
STL,0,2,0,3,9,2020-08-27,PIT,2,1
SF,0,3,0,8,2,2020-08-27,LAD,2,1
MIL,0,4,1,10,1,2020-08-28,CIN,6,1
NYY,4,0,0,8,14,2020-08-28,NYM,6,1
TOR,5,2,0,12,20,2020-08-28,BAL,4,1
PHI,7,5,2,8,17,2020-08-28,ATL,4,1
CHW,6,6,0,7,22,2020-08-28,KC,5,1
CIN,6,2,0,14,22,2020-08-28,CHC,5,1
MIA,0,3,0,13,7,2020-08-28,TB,2,1
NYM,4,5,1,7,15,2020-08-28,NYY,3,1
BOS,2,2,0,2,12,2020-08-28,WSH,10,1
TEX,6,3,2,11,16,2020-08-29,LAD,2,1
MIL,9,2,0,15,22,2020-08-29,PIT,1,1
STL,2,7,0,5,10,2020-08-29,CLE,14,1
COL,4,1,0,5,14,2020-08-29,SD,10,1
ARI,7,1,0,6,12,2020-08-29,SF,4,1
LAA,3,3,1,10,14,2020-08-29,SEA,2,1
NYY,2,0,0,6,11,2020-08-29,NYM,1,1
DET,8,0,0,7,19,2020-08-29,MIN,2,1
PHI,4,1,1,9,12,2020-08-29,ATL,1,1
STL,1,6,1,12,5,2020-08-29,CLE,2,1
CHW,6,7,0,9,15,2020-08-29,KC,9,1
CIN,0,2,0,8,8,2020-08-29,CHC,3,1
HOU,4,1,0,8,17,2020-08-29,OAK,2,1
DET,4,1,0,3,11,2020-08-29,MIN,2,1
MIA,0,2,0,7,4,2020-08-29,TB,4,1
TOR,5,3,1,7,10,2020-08-29,BAL,0,1
TEX,4,7,0,11,17,2020-08-29,LAD,7,1
MIL,7,8,0,5,19,2020-08-29,PIT,6,1
HOU,6,1,0,10,16,2020-08-29,OAK,3,1
BOS,5,7,2,11,19,2020-08-29,WSH,3,1
CIN,6,5,0,8,16,2020-08-29,CHC,5,1
ARI,2,4,0,13,8,2020-08-30,SF,5,1
COL,4,2,0,6,13,2020-08-30,SD,3,1
LAA,16,5,0,5,24,2020-08-30,SEA,3,1
NYY,8,6,0,14,12,2020-08-30,NYM,7,1
CIN,1,7,1,13,8,2020-08-30,CHC,10,1
DET,3,2,0,9,14,2020-08-30,MIN,2,1
MIA,7,5,0,3,20,2020-08-30,TB,12,1
BOS,9,3,1,8,31,2020-08-30,WSH,5,1
CHW,5,5,1,13,12,2020-08-30,KC,2,1
MIL,1,3,0,11,6,2020-08-30,PIT,5,1
STL,7,2,0,9,18,2020-08-30,CLE,2,1
TEX,2,6,0,14,7,2020-08-30,LAD,7,1
TOR,6,3,0,8,9,2020-08-30,BAL,5,1
COL,2,2,0,7,8,2020-08-30,SD,13,1
ARI,1,1,0,14,6,2020-08-30,SF,4,1
LAA,1,1,2,10,6,2020-08-30,SEA,2,1
NYM,2,6,0,10,6,2020-08-30,NYY,5,1
PHI,10,10,0,8,29,2020-08-30,ATL,12,1
NYM,3,3,0,13,14,2020-08-31,MIA,5,1
TOR,3,1,1,14,12,2020-08-31,BAL,4,1
LAA,1,3,0,10,7,2020-08-31,SEA,2,1
CIN,5,5,0,8,11,2020-08-31,STL,7,1
NYY,3,7,1,10,13,2020-08-31,TB,5,1
PHI,8,2,0,9,16,2020-08-31,WSH,6,1
BOS,3,4,0,13,12,2020-08-31,ATL,6,1
MIL,6,5,0,15,14,2020-08-31,PIT,5,1
KC,2,1,0,6,4,2020-09-01,CLE,1,1
MIN,5,6,0,9,8,2020-09-01,CHW,8,1
COL,0,3,0,9,8,2020-09-01,SD,6,1
CIN,2,6,0,8,14,2020-09-01,STL,16,1
MIA,3,3,0,6,16,2020-09-01,TOR,2,1
NYY,5,1,0,11,16,2020-09-01,TB,3,1
PHI,6,3,1,10,16,2020-09-01,WSH,0,1
PIT,7,4,0,6,17,2020-09-01,CHC,8,1
BOS,3,2,0,7,10,2020-09-01,ATL,10,1
BAL,9,1,0,8,27,2020-09-01,NYM,5,1
MIL,1,3,0,8,12,2020-09-01,DET,12,1
KC,1,3,0,6,11,2020-09-02,CLE,10,1
HOU,5,4,0,9,13,2020-09-02,TEX,6,1
MIN,3,1,0,8,15,2020-09-02,CHW,2,1
COL,5,5,0,6,13,2020-09-02,SF,23,1
LAD,6,2,0,9,12,2020-09-02,ARI,3,1
COL,9,3,3,12,24,2020-09-02,SF,6,1
BAL,4,3,0,1,12,2020-09-02,NYM,9,1
CIN,4,4,1,6,8,2020-09-02,STL,3,1
MIA,1,0,0,6,7,2020-09-02,TOR,2,1
NYY,2,5,0,9,10,2020-09-02,TB,5,1
PHI,3,3,2,8,12,2020-09-02,WSH,0,1
PIT,2,3,0,10,15,2020-09-02,CHC,8,1
BOS,5,2,1,7,13,2020-09-02,ATL,7,1
MIL,8,1,3,8,12,2020-09-02,DET,5,1
KC,0,0,0,6,4,2020-09-03,CLE,5,1
HOU,2,2,0,7,6,2020-09-03,TEX,1,1
MIN,8,2,0,11,21,2020-09-03,CHW,1,1
LAA,4,7,0,6,13,2020-09-03,SD,11,1
LAD,3,4,0,9,8,2020-09-03,ARI,2,1
PIT,6,3,1,11,17,2020-09-03,CHC,2,1
HOU,8,3,1,12,22,2020-09-03,TEX,4,1
PHI,6,3,0,12,16,2020-09-03,WSH,5,1
NYM,9,9,0,9,26,2020-09-03,NYY,7,1
LAA,2,2,0,9,13,2020-09-03,SD,0,1
BOS,2,7,1,11,13,2020-09-03,TOR,6,1
KC,6,5,0,6,16,2020-09-04,CHW,11,1
LAD,5,3,0,11,14,2020-09-04,ARI,1,1
MIN,2,1,0,7,10,2020-09-04,DET,0,1
PIT,2,3,0,8,11,2020-09-04,CIN,4,1
BOS,7,3,0,7,18,2020-09-04,TOR,8,1
ATL,7,1,0,5,22,2020-09-04,WSH,1,1
DET,2,2,1,6,8,2020-09-04,MIN,3,1
BAL,5,6,1,7,16,2020-09-04,NYY,6,1
TB,5,2,3,8,10,2020-09-04,MIA,4,1
CLE,1,6,1,10,5,2020-09-04,MIL,7,1
NYM,3,4,0,11,12,2020-09-04,PHI,5,1
ATL,9,5,0,6,22,2020-09-04,WSH,10,1
CIN,3,2,0,9,11,2020-09-04,PIT,4,1
TOR,2,4,0,8,10,2020-09-04,BOS,3,1
KC,4,3,2,9,9,2020-09-05,CHW,7,1
CHC,4,1,0,14,13,2020-09-05,STL,1,1
LAA,6,1,0,13,13,2020-09-05,HOU,5,1
SEA,6,1,1,9,12,2020-09-05,TEX,3,1
BAL,6,2,2,5,12,2020-09-05,NYY,3,1
LAD,10,2,2,7,30,2020-09-05,COL,6,1
OAK,0,0,0,8,5,2020-09-05,SD,7,1
SF,5,2,0,4,19,2020-09-05,ARI,6,1
OAK,8,1,1,13,17,2020-09-05,SD,4,1
CHC,2,6,0,10,12,2020-09-05,STL,4,1
TB,3,5,0,10,8,2020-09-05,MIA,7,1
KC,3,1,0,7,10,2020-09-05,CHW,5,1
PIT,2,4,0,10,11,2020-09-05,CIN,6,1
LAA,10,2,1,6,28,2020-09-05,HOU,9,1
ATL,4,4,0,10,16,2020-09-05,WSH,10,1
CLE,4,3,3,11,11,2020-09-05,MIL,3,1
MIN,4,1,0,12,10,2020-09-05,DET,3,1
NYM,5,4,1,13,13,2020-09-05,PHI,1,1
BOS,9,6,1,6,32,2020-09-05,TOR,8,1
BAL,6,5,0,12,14,2020-09-05,NYY,1,1
STL,5,6,0,8,13,2020-09-06,CHC,1,1
LAD,2,1,0,14,9,2020-09-06,COL,5,1
SEA,5,1,0,8,11,2020-09-06,TEX,3,1
SF,4,4,0,8,20,2020-09-06,ARI,3,1
HOU,6,4,1,8,15,2020-09-06,LAA,7,1
CLE,4,3,0,13,10,2020-09-06,MIL,1,1
BAL,5,3,0,9,12,2020-09-06,NYY,1,1
ATL,10,0,0,8,23,2020-09-06,WSH,3,1
NYM,14,3,0,14,39,2020-09-06,PHI,1,1
TB,5,5,2,12,16,2020-09-06,MIA,4,1
BOS,8,9,1,10,22,2020-09-06,TOR,10,1
PIT,3,7,0,12,10,2020-09-06,CIN,2,1
KC,2,6,0,8,12,2020-09-06,CHW,8,1
MIN,8,1,1,11,20,2020-09-06,DET,10,1
SF,4,3,0,13,23,2020-09-06,ARI,2,1
LAA,9,3,1,11,18,2020-09-06,HOU,5,1
OAK,3,3,0,6,13,2020-09-06,SD,5,1
SEA,4,5,1,8,10,2020-09-06,TEX,3,1
CHC,3,2,0,11,13,2020-09-06,STL,7,1
LAD,6,4,0,11,22,2020-09-07,COL,7,1
ATL,4,7,2,7,16,2020-09-07,MIA,5,1
NYM,8,6,0,6,20,2020-09-07,PHI,9,1
MIN,6,3,1,12,19,2020-09-07,DET,2,1
CHC,5,0,0,4,13,2020-09-07,STL,1,1
SEA,8,3,0,8,14,2020-09-07,TEX,4,1
WSH,6,3,1,11,14,2020-09-07,TB,1,1
CLE,5,0,0,7,8,2020-09-07,KC,2,1
TOR,12,6,3,6,19,2020-09-07,NYY,7,1
SF,4,5,0,12,7,2020-09-08,ARI,2,1
OAK,6,1,1,4,13,2020-09-08,HOU,0,1
SD,1,0,4,12,7,2020-09-08,COL,0,1
STL,3,2,0,5,7,2020-09-08,MIN,7,1
PHI,6,2,1,7,11,2020-09-08,BOS,5,1
WSH,5,3,2,12,11,2020-09-08,TB,3,1
CLE,6,2,0,11,20,2020-09-08,KC,8,1
HOU,2,2,0,6,13,2020-09-08,OAK,4,1
STL,6,3,0,7,5,2020-09-08,MIN,4,1
TOR,2,6,0,9,8,2020-09-08,NYY,1,1
PIT,5,3,0,13,15,2020-09-08,CHW,4,1
ATL,0,3,0,9,5,2020-09-08,MIA,8,1
DET,8,4,0,6,13,2020-09-08,MIL,3,1
NYM,2,2,0,8,13,2020-09-08,BAL,11,1
PHI,2,3,0,11,5,2020-09-08,BOS,5,1
TEX,7,2,0,9,14,2020-09-09,LAA,1,1
CHC,3,5,0,9,7,2020-09-09,CIN,0,1
SD,14,1,0,13,28,2020-09-09,COL,5,1
OAK,4,5,0,7,12,2020-09-09,HOU,5,1
ARI,9,12,2,9,20,2020-09-09,LAD,10,1
SF,6,4,1,8,23,2020-09-09,SEA,5,1
DET,0,7,0,6,4,2020-09-09,MIL,19,1
CLE,0,0,0,8,9,2020-09-09,KC,3,1
TOR,2,7,0,6,10,2020-09-09,NYY,7,1
PIT,1,3,0,10,5,2020-09-09,CHW,8,1
ATL,29,4,2,7,46,2020-09-09,MIA,9,1
NYM,7,3,0,7,23,2020-09-09,BAL,6,1
TEX,7,4,2,8,13,2020-09-10,LAA,3,1
SD,5,2,0,12,15,2020-09-10,COL,3,1
