team1,team2,team1_pred_score,team2_pred_score,team1_act_score,team2_act_score,date
PIT,CIN,3,3,3,2,08/23/2019
PIT,CIN,6,4,14,0,08/24/2019
PIT,CIN,4,4,9,8,08/25/2019
PIT,PHI,6,2,5,6,08/26/2019
PIT,PHI,3,4,5,4,08/27/2019
PIT,PHI,2,4,3,12,08/28/2019
PIT,COL,2,3,11,8,08/30/2019
PIT,COL,2,3,9,4,08/31/2019
PIT,COL,2,3,6,2,09/01/2019
PIT,MIA,5,2,4,5,09/03/2019
PIT,MIA,6,2,6,5,09/04/2019
PIT,MIA,6,2,7,10,09/05/2019
PIT,STL,6,4,9,4,09/06/2019
PIT,STL,6,2,1,10,09/07/2019
PIT,STL,5,4,0,2,09/08/2019
PIT,SF,5,3,6,4,09/10/2019
PIT,SF,2,3,4,5,09/11/2019
PIT,SF,2,3,6,3,09/12/2019
PIT,CHC,2,3,8,17,09/13/2019
PIT,CHC,2,3,1,14,09/14/2019
PIT,CHC,2,3,6,16,09/15/2019
PIT,SEA,2,3,0,6,09/17/2019
PIT,SEA,6,4,1,4,09/18/2019
PIT,SEA,6,4,5,6,09/19/2019
PIT,MIL,3,5,1,10,09/21/2019
PIT,MIL,3,4,3,4,09/22/2019
PIT,CHC,3,3,9,2,09/24/2019
PIT,CHC,3,3,4,2,09/25/2019
PIT,CHC,3,3,9,5,09/26/2019
PIT,CIN,3,4,6,5,09/27/2019
PIT,CIN,3,4,2,4,09/28/2019
PIT,CIN,3,4,1,3,09/29/2019
PIT,STL,3,5,4,5,07/25/2020
PIT,STL,3,5,5,1,07/26/2020
PIT,MIL,3,5,5,6,07/27/2020
PIT,MIL,5,5,8,6,07/28/2020
PIT,MIL,3,5,0,3,07/29/2020
PIT,CHC,3,2,3,6,08/01/2020
PIT,CHC,3,2,3,4,08/02/2020
PIT,MIN,4,4,4,5,08/04/2020
PIT,MIN,3,4,2,5,08/05/2020
PIT,MIN,3,4,6,5,08/06/2020
PIT,DET,3,2,13,17,08/07/2020
PIT,DET,2,4,5,11,08/08/2020
PIT,DET,3,3,1,2,08/09/2020
PIT,CIN,3,4,9,6,08/13/2020
PIT,CIN,5,4,1,8,08/14/2020
PIT,CLE,5,4,3,6,08/18/2020
PIT,CLE,5,4,1,6,08/19/2020
PIT,CLE,5,4,0,2,08/20/2020
PIT,MIL,2,5,7,2,08/21/2020
PIT,MIL,5,5,12,5,08/22/2020
PIT,MIL,2,5,5,4,08/23/2020
PIT,CHW,5,3,3,10,08/26/2020
PIT,MIL,4,2,1,9,08/29/2020
PIT,MIL,3,3,5,1,08/30/2020
PIT,MIL,2,2,5,6,08/31/2020
PIT,CHC,3,3,7,8,09/01/2020
PIT,CHC,6,3,2,8,09/02/2020
PIT,CHC,6,3,6,2,09/03/2020
PIT,CIN,3,4,4,3,09/04/2020
PIT,CIN,3,4,2,6,09/05/2020
PIT,CIN,3,4,3,2,09/06/2020
PIT,CHW,3,2,5,4,09/08/2020
PIT,CHW,3,2,1,8,09/09/2020
PIT,KC,3,3,4,7,09/12/2020
PIT,KC,3,3,0,11,09/13/2020
PIT,CIN,3,4,1,3,09/14/2020
PIT,CIN,3,4,1,4,09/15/2020
PIT,CIN,3,4,0,1,09/16/2020
PIT,STL,6,2,5,6,09/18/2020
PIT,STL,4,3,2,7,09/19/2020
PIT,STL,4,3,1,2,09/20/2020
PIT,CHC,6,1,0,5,09/21/2020
PIT,CHC,6,1,3,2,09/22/2020
PIT,CHC,6,1,2,1,09/23/2020
PIT,CHC,6,1,7,0,09/24/2020
PIT,CLE,6,4,3,4,09/25/2020
PIT,CLE,3,4,8,0,09/26/2020
PIT,CLE,3,4,6,8,09/27/2020
PIT,CHC,3,1,5,3,04/01/2021
PIT,CHC,2,1,1,5,04/03/2021
PIT,CHC,2,0,3,4,04/04/2021
PIT,CIN,5,3,3,5,04/05/2021
PIT,CIN,5,3,1,14,04/06/2021
PIT,CIN,5,3,4,11,04/07/2021
PIT,CHC,5,1,2,4,04/08/2021
PIT,CHC,5,3,8,2,04/10/2021
PIT,CHC,2,1,7,1,04/11/2021
PIT,SD,6,2,2,6,04/12/2021
PIT,SD,3,2,8,4,04/13/2021
PIT,SD,5,2,5,1,04/14/2021
PIT,SD,5,2,3,8,04/15/2021
PIT,MIL,3,3,1,7,04/17/2021
PIT,MIL,2,3,6,5,04/18/2021
PIT,DET,2,4,2,5,04/21/2021
PIT,DET,3,4,4,2,04/22/2021
PIT,MIN,4,6,0,2,04/24/2021
PIT,MIN,6,3,6,2,04/25/2021
PIT,KC,6,3,2,1,04/27/2021
PIT,KC,5,3,6,9,04/28/2021
PIT,STL,6,5,3,7,04/30/2021
PIT,STL,6,2,5,12,05/01/2021
PIT,STL,6,4,0,3,05/02/2021
PIT,SD,3,4,0,2,05/04/2021
PIT,SD,6,4,2,1,05/05/2021
PIT,SD,3,2,2,4,05/06/2021
PIT,CHC,3,6,2,3,05/07/2021
PIT,CHC,3,6,2,3,05/08/2021
PIT,CHC,3,6,6,5,05/09/2021
PIT,CIN,6,4,1,14,05/10/2021
PIT,CIN,6,4,7,2,05/11/2021
PIT,CIN,6,4,1,5,05/12/2021
PIT,SF,6,3,1,3,05/13/2021
PIT,SF,4,3,3,2,05/14/2021
PIT,SF,4,3,8,6,05/15/2021
PIT,SF,3,3,1,4,05/16/2021
PIT,STL,3,4,2,5,05/18/2021
PIT,STL,3,4,5,8,05/19/2021
PIT,ATL,3,4,6,4,05/20/2021
PIT,ATL,3,4,1,20,05/21/2021
PIT,ATL,3,4,1,6,05/22/2021
PIT,ATL,3,4,1,7,05/23/2021
PIT,CHC,3,3,3,4,05/25/2021
PIT,CHC,3,3,1,4,05/26/2021
PIT,CHC,3,3,3,5,05/27/2021
PIT,COL,6,2,7,0,05/29/2021
PIT,COL,3,2,3,4,05/30/2021
PIT,KC,3,3,3,7,06/01/2021
PIT,KC,3,3,5,10,06/02/2021
PIT,MIA,6,2,5,3,06/03/2021
PIT,MIA,6,2,9,2,06/04/2021
PIT,MIA,5,2,8,7,06/05/2021
PIT,MIA,5,2,1,3,06/06/2021
PIT,LAD,5,4,3,5,06/08/2021
PIT,LAD,5,4,1,2,06/09/2021
PIT,LAD,5,4,3,6,06/10/2021
PIT,MIL,6,5,4,7,06/12/2021
PIT,MIL,1,5,2,5,06/13/2021
PIT,WSH,4,5,2,3,06/14/2021
PIT,WSH,4,5,1,8,06/15/2021
PIT,WSH,6,5,1,3,06/16/2021
PIT,CLE,6,4,11,10,06/18/2021
PIT,CLE,4,4,6,3,06/19/2021
PIT,CLE,4,4,1,2,06/20/2021
PIT,CHW,4,2,6,3,06/22/2021
PIT,CHW,4,2,3,4,06/23/2021
PIT,STL,4,3,8,2,06/25/2021
PIT,STL,4,3,5,4,06/26/2021
PIT,STL,2,3,7,2,06/27/2021
PIT,COL,2,3,0,2,06/28/2021
PIT,COL,2,5,0,8,06/30/2021
PIT,MIL,3,4,2,7,07/01/2021
PIT,MIL,4,5,2,7,07/02/2021
PIT,MIL,4,4,2,11,07/03/2021
PIT,MIL,5,4,2,0,07/04/2021
PIT,ATL,4,4,11,1,07/05/2021
PIT,ATL,6,4,2,1,07/06/2021
PIT,ATL,6,4,3,14,07/07/2021
PIT,NYM,3,4,4,13,07/09/2021
PIT,NYM,3,4,2,4,07/10/2021
PIT,NYM,5,4,6,5,07/11/2021
PIT,NYM,5,4,4,1,07/16/2021
PIT,NYM,5,4,9,7,07/17/2021
PIT,NYM,5,4,6,7,07/18/2021
PIT,ARI,5,4,2,4,07/20/2021
PIT,ARI,5,4,4,6,07/21/2021
PIT,SF,5,3,6,4,07/24/2021
PIT,SF,5,3,1,6,07/25/2021
PIT,MIL,5,2,0,9,07/27/2021
PIT,MIL,5,3,3,7,07/28/2021
PIT,MIL,2,4,0,12,07/29/2021
PIT,PHI,3,4,7,0,07/30/2021
PIT,PHI,3,4,3,2,07/31/2021
PIT,PHI,3,4,4,15,08/01/2021
PIT,MIL,3,4,2,6,08/03/2021
PIT,MIL,3,4,2,4,08/04/2021
PIT,CIN,3,2,4,7,08/05/2021
PIT,CIN,6,2,0,10,08/06/2021
PIT,CIN,3,2,3,11,08/07/2021
PIT,CIN,5,2,2,3,08/08/2021
PIT,STL,5,3,1,4,08/10/2021
PIT,STL,6,3,0,4,08/11/2021
PIT,STL,4,3,6,7,08/12/2021
PIT,MIL,5,4,0,6,08/14/2021
PIT,MIL,3,4,1,2,08/15/2021
PIT,LAD,3,4,1,2,08/17/2021
PIT,LAD,3,4,3,4,08/18/2021
PIT,LAD,3,4,0,9,08/19/2021
PIT,STL,4,4,4,0,08/21/2021
PIT,STL,3,4,0,3,08/22/2021
PIT,ARI,6,3,6,5,08/23/2021
PIT,ARI,6,3,4,2,08/24/2021
PIT,ARI,3,3,2,5,08/25/2021
PIT,STL,6,4,11,7,08/26/2021
PIT,STL,3,3,3,4,08/27/2021
PIT,STL,6,4,0,13,08/28/2021
PIT,STL,3,4,4,3,08/29/2021
PIT,CHW,2,2,2,4,09/01/2021
PIT,CHW,3,2,3,6,09/02/2021
PIT,CHC,3,5,5,6,09/03/2021
PIT,CHC,4,5,6,7,09/04/2021
PIT,CHC,4,5,8,11,09/05/2021
PIT,DET,5,4,6,3,09/06/2021
PIT,DET,4,4,3,2,09/07/2021
PIT,DET,5,3,1,5,09/08/2021
PIT,WSH,4,3,4,3,09/10/2021
PIT,WSH,2,3,10,7,09/11/2021
PIT,WSH,5,3,2,6,09/12/2021
PIT,CIN,5,4,6,5,09/14/2021
PIT,CIN,5,4,5,4,09/15/2021
PIT,CIN,2,3,0,1,09/16/2021
PIT,MIA,2,2,2,1,09/17/2021
PIT,MIA,4,2,6,3,09/18/2021
PIT,MIA,2,2,5,6,09/19/2021
PIT,CIN,2,4,5,9,09/20/2021
PIT,CIN,2,4,6,2,09/21/2021
PIT,PHI,2,4,6,12,09/23/2021
PIT,PHI,4,4,6,8,09/24/2021
PIT,PHI,2,2,0,3,09/25/2021
PIT,PHI,4,2,6,0,09/26/2021
PIT,CIN,4,4,1,13,09/27/2021
PIT,CHC,5,6,8,6,09/28/2021
PIT,CHC,5,6,2,3,09/29/2021
PIT,CHC,3,6,0,9,09/30/2021
PIT,CIN,3,4,9,2,10/01/2021
PIT,CIN,5,2,8,6,10/02/2021
PIT,CIN,5,4,3,6,10/03/2021
TB,TOR,3,2,5,3,09/07/2019
TB,TOR,3,2,8,3,09/08/2019
TB,TEX,3,3,5,3,09/11/2019
TB,TEX,3,5,9,10,09/12/2019
TB,TEX,3,5,4,6,09/13/2019
TB,LAA,3,2,11,4,09/14/2019
TB,LAA,3,2,3,1,09/15/2019
TB,LAD,3,4,5,7,09/18/2019
TB,LAD,3,5,8,7,09/19/2019
TB,BOS,3,3,5,4,09/20/2019
TB,BOS,3,3,5,4,09/21/2019
TB,BOS,3,5,4,7,09/22/2019
TB,BOS,3,5,7,4,09/23/2019
TB,NYY,3,5,2,1,09/24/2019
TB,NYY,4,4,4,0,09/25/2019
TB,TOR,4,5,6,2,09/27/2019
TB,TOR,4,5,1,4,09/28/2019
TB,TOR,4,2,3,8,09/29/2019
TB,OAK,4,3,5,1,10/03/2019
TB,HOU,4,3,2,6,10/04/2019
TB,HOU,4,3,1,3,10/06/2019
TB,HOU,4,3,10,3,10/07/2019
TB,HOU,4,3,4,1,10/08/2019
TB,HOU,4,3,1,6,10/10/2019
TB,TOR,4,2,4,6,07/24/2020
TB,TOR,3,3,4,1,07/25/2020
TB,TOR,3,4,6,5,07/26/2020
TB,ATL,3,4,14,5,07/27/2020
TB,ATL,3,4,5,2,07/28/2020
TB,ATL,4,4,4,7,07/29/2020
TB,ATL,3,4,1,2,07/30/2020
TB,BAL,4,2,3,6,07/31/2020
TB,BAL,4,2,4,5,08/01/2020
TB,BAL,4,2,1,5,08/02/2020
TB,BOS,4,5,5,1,08/04/2020
TB,BOS,4,5,0,5,08/05/2020
TB,NYY,4,5,1,0,08/07/2020
TB,NYY,4,5,4,8,08/08/2020
TB,NYY,6,5,4,3,08/09/2020
TB,BOS,6,5,8,7,08/10/2020
TB,BOS,4,5,8,2,08/11/2020
TB,BOS,4,5,9,5,08/12/2020
TB,BOS,3,5,17,8,08/13/2020
TB,TOR,2,4,4,12,08/14/2020
TB,TOR,2,3,3,2,08/15/2020
TB,TOR,3,3,7,5,08/16/2020
TB,NYY,3,5,6,3,08/18/2020
TB,NYY,3,5,4,2,08/19/2020
TB,NYY,3,5,10,5,08/20/2020
TB,TOR,3,6,5,6,08/21/2020
TB,TOR,3,5,2,1,08/22/2020
TB,TOR,2,2,5,4,08/23/2020
TB,TOR,2,2,4,6,08/24/2020
TB,BAL,2,2,4,2,08/25/2020
TB,BAL,3,2,4,3,08/26/2020
TB,MIA,4,2,2,0,08/28/2020
TB,MIA,3,2,4,0,08/29/2020
TB,MIA,3,2,12,7,08/30/2020
TB,NYY,2,5,5,3,08/31/2020
TB,NYY,3,3,3,5,09/01/2020
TB,NYY,3,3,5,2,09/02/2020
TB,MIA,3,2,5,4,09/04/2020
TB,MIA,3,2,3,7,09/05/2020
TB,MIA,3,2,5,4,09/06/2020
TB,WSH,3,3,1,6,09/07/2020
TB,WSH,3,3,3,5,09/08/2020
TB,BOS,3,5,3,4,09/10/2020
TB,BOS,3,5,11,1,09/11/2020
TB,BOS,3,5,5,4,09/12/2020
TB,BOS,3,5,3,6,09/13/2020
TB,WSH,3,3,6,1,09/15/2020
TB,WSH,1,3,2,4,09/16/2020
TB,BAL,1,2,10,6,09/17/2020
TB,BAL,1,3,2,1,09/18/2020
TB,BAL,3,3,3,1,09/19/2020
TB,BAL,3,3,1,2,09/20/2020
TB,NYM,3,4,2,1,09/21/2020
TB,NYM,3,4,2,5,09/22/2020
TB,NYM,3,4,8,5,09/23/2020
TB,PHI,3,4,6,4,09/25/2020
TB,PHI,3,4,4,3,09/26/2020
TB,PHI,3,4,5,0,09/27/2020
TB,TOR,3,5,3,1,09/29/2020
TB,TOR,3,5,8,2,09/30/2020
TB,NYY,3,5,3,9,10/06/2020
TB,NYY,3,5,7,5,10/07/2020
TB,NYY,3,5,1,5,10/08/2020
TB,NYY,3,5,2,1,10/09/2020
TB,HOU,3,5,2,1,10/11/2020
TB,HOU,4,3,4,2,10/12/2020
TB,HOU,4,3,5,2,10/14/2020
TB,HOU,4,5,3,4,10/15/2020
TB,HOU,4,5,4,7,10/16/2020
TB,HOU,4,3,4,2,10/18/2020
TB,LAD,4,4,3,8,10/21/2020
TB,LAD,1,4,6,4,10/22/2020
TB,LAD,4,4,2,6,10/24/2020
TB,LAD,4,4,8,7,10/25/2020
TB,LAD,4,3,2,4,10/26/2020
TB,LAD,4,3,1,3,10/28/2020
TB,MIA,4,2,1,0,04/01/2021
TB,MIA,4,2,6,4,04/02/2021
TB,MIA,4,2,7,12,04/03/2021
TB,BOS,4,3,2,11,04/05/2021
TB,BOS,4,3,5,6,04/06/2021
TB,BOS,4,3,2,9,04/07/2021
TB,NYY,3,7,10,5,04/09/2021
TB,NYY,3,1,4,0,04/10/2021
TB,NYY,3,1,4,8,04/11/2021
TB,TEX,3,5,1,0,04/12/2021
TB,TEX,3,6,3,8,04/13/2021
TB,TEX,4,5,1,5,04/14/2021
TB,TEX,4,5,4,6,04/15/2021
TB,NYY,3,7,8,2,04/16/2021
TB,NYY,3,1,6,3,04/17/2021
TB,NYY,3,1,4,2,04/18/2021
TB,KC,3,3,4,1,04/20/2021
TB,KC,4,3,14,7,04/21/2021
TB,KC,3,3,8,9,04/22/2021
TB,TOR,3,4,3,5,04/23/2021
TB,TOR,3,4,5,3,04/24/2021
TB,TOR,4,4,0,1,04/25/2021
TB,OAK,3,4,1,2,04/26/2021
TB,OAK,3,4,4,3,04/27/2021
TB,OAK,3,3,2,0,04/28/2021
TB,OAK,3,3,2,3,04/29/2021
TB,HOU,3,5,2,9,04/30/2021
TB,HOU,3,3,1,3,05/01/2021
TB,HOU,3,3,5,4,05/02/2021
TB,LAA,6,2,7,3,05/04/2021
TB,LAA,3,2,8,3,05/05/2021
TB,LAA,3,3,3,1,05/06/2021
TB,LAA,3,3,8,3,05/07/2021
TB,OAK,3,3,3,6,05/08/2021
TB,OAK,3,3,4,3,05/09/2021
TB,NYY,3,5,1,3,05/11/2021
TB,NYY,3,7,0,1,05/12/2021
TB,NYY,3,1,9,1,05/13/2021
TB,NYM,3,4,3,2,05/14/2021
TB,NYM,3,5,12,5,05/15/2021
TB,NYM,3,4,7,1,05/16/2021
TB,BAL,3,3,13,6,05/18/2021
TB,BAL,4,2,9,7,05/19/2021
TB,BAL,3,2,10,1,05/20/2021
TB,TOR,3,5,9,7,05/21/2021
TB,TOR,3,3,3,1,05/22/2021
TB,TOR,3,5,6,4,05/23/2021
TB,TOR,3,5,14,8,05/24/2021
TB,KC,3,3,1,2,05/25/2021
TB,KC,3,3,2,1,05/26/2021
TB,KC,3,3,7,2,05/27/2021
TB,PHI,3,4,5,3,05/29/2021
TB,PHI,3,4,6,2,05/30/2021
TB,NYY,3,3,3,1,05/31/2021
TB,NYY,3,3,3,5,06/01/2021
TB,NYY,3,3,3,4,06/02/2021
TB,NYY,3,3,9,2,06/03/2021
TB,TEX,3,5,4,5,06/05/2021
TB,TEX,3,5,7,1,06/06/2021
TB,WSH,3,5,3,1,06/08/2021
TB,WSH,3,5,7,9,06/09/2021
TB,BAL,3,2,4,2,06/11/2021
TB,BAL,3,3,5,4,06/12/2021
TB,BAL,3,3,7,1,06/13/2021
TB,CHW,3,2,5,2,06/15/2021
TB,CHW,3,2,0,3,06/16/2021
TB,SEA,3,3,5,6,06/18/2021
TB,SEA,3,3,1,5,06/19/2021
TB,SEA,3,3,5,6,06/20/2021
TB,BOS,3,5,5,9,06/22/2021
TB,BOS,3,5,8,2,06/23/2021
TB,BOS,3,5,1,0,06/24/2021
TB,LAA,3,5,4,3,06/25/2021
TB,LAA,3,3,13,3,06/26/2021
TB,LAA,3,3,4,6,06/27/2021
TB,WSH,3,3,3,4,06/29/2021
TB,WSH,3,3,6,15,06/30/2021
TB,TOR,3,5,1,11,07/02/2021
TB,TOR,4,5,3,6,07/03/2021
TB,TOR,3,6,5,1,07/04/2021
TB,CLE,3,5,9,8,07/05/2021
TB,CLE,3,5,4,0,07/07/2021
TB,TOR,3,5,7,1,07/09/2021
TB,TOR,3,5,5,2,07/10/2021
TB,TOR,3,5,1,3,07/11/2021
TB,ATL,3,4,7,6,07/16/2021
TB,ATL,3,4,0,9,07/17/2021
TB,ATL,3,4,7,5,07/18/2021
TB,BAL,3,3,1,6,07/19/2021
TB,BAL,3,2,9,3,07/20/2021
TB,BAL,3,3,5,4,07/21/2021
TB,CLE,3,4,5,4,07/22/2021
TB,CLE,3,4,10,5,07/23/2021
TB,CLE,4,3,8,2,07/24/2021
TB,CLE,3,5,2,3,07/25/2021
TB,NYY,3,5,3,4,07/27/2021
TB,NYY,3,1,1,3,07/28/2021
TB,NYY,3,5,14,0,07/29/2021
TB,BOS,3,5,7,3,07/30/2021
TB,BOS,3,5,9,5,07/31/2021
TB,BOS,3,5,3,2,08/01/2021
TB,SEA,4,3,2,8,08/02/2021
TB,SEA,4,3,2,4,08/03/2021
TB,SEA,4,3,4,3,08/04/2021
TB,BAL,4,2,10,6,08/06/2021
TB,BAL,3,2,12,3,08/07/2021
TB,BAL,3,2,9,6,08/08/2021
TB,BOS,3,5,8,4,08/10/2021
TB,BOS,4,5,8,20,08/11/2021
TB,BOS,4,5,8,1,08/12/2021
TB,MIN,4,4,10,4,08/14/2021
TB,MIN,3,4,4,5,08/15/2021
TB,BAL,2,2,9,2,08/16/2021
TB,BAL,3,2,10,0,08/17/2021
TB,BAL,3,2,8,4,08/18/2021
TB,BAL,3,2,7,2,08/19/2021
TB,CHW,2,2,5,7,08/20/2021
TB,CHW,3,2,8,4,08/21/2021
TB,CHW,3,2,9,0,08/22/2021
TB,PHI,3,4,3,1,08/24/2021
TB,PHI,3,4,7,4,08/25/2021
TB,BAL,3,2,6,3,08/27/2021
TB,BAL,3,2,4,3,08/28/2021
TB,BAL,3,3,12,8,08/29/2021
TB,BOS,3,5,6,1,08/30/2021
TB,BOS,3,5,8,5,08/31/2021
TB,BOS,3,5,2,3,09/01/2021
TB,BOS,3,5,0,4,09/02/2021
TB,MIN,3,4,5,3,09/03/2021
TB,MIN,3,4,11,4,09/04/2021
TB,MIN,3,4,5,6,09/05/2021
TB,BOS,3,5,11,10,09/06/2021
TB,BOS,4,5,12,7,09/07/2021
TB,BOS,3,5,1,2,09/08/2021
TB,DET,4,4,4,10,09/10/2021
TB,DET,4,3,7,2,09/11/2021
TB,DET,2,3,7,8,09/12/2021
TB,TOR,4,2,1,8,09/13/2021
TB,TOR,2,2,2,0,09/14/2021
TB,TOR,2,2,3,6,09/15/2021
TB,DET,3,4,5,2,09/16/2021
TB,DET,2,4,7,4,09/17/2021
TB,DET,3,4,3,4,09/18/2021
TB,DET,3,4,0,2,09/19/2021
TB,TOR,3,5,6,4,09/20/2021
TB,TOR,3,5,2,4,09/21/2021
TB,TOR,3,5,7,1,09/22/2021
TB,MIA,3,2,8,0,09/24/2021
TB,MIA,3,2,7,3,09/25/2021
TB,MIA,3,2,3,2,09/26/2021
TB,HOU,3,3,3,4,09/29/2021
TB,HOU,3,3,7,0,09/30/2021
TB,NYY,3,5,4,3,10/01/2021
TB,NYY,3,5,12,2,10/02/2021
TB,NYY,3,5,0,1,10/03/2021
TB,BOS,2,3,6,14,10/08/2021
TB,BOS,3,3,4,6,10/10/2021
TB,BOS,3,5,5,6,10/11/2021
KC,BAL,3,2,5,4,08/19/2019
KC,BAL,3,2,1,4,08/20/2019
KC,BAL,3,2,1,8,08/21/2019
KC,CLE,3,4,1,4,08/23/2019
KC,CLE,3,4,2,4,08/24/2019
KC,CLE,3,4,9,8,08/25/2019
KC,OAK,3,3,4,19,08/27/2019
KC,OAK,3,3,1,2,08/28/2019
KC,OAK,3,3,6,4,08/29/2019
KC,BAL,3,2,7,5,08/31/2019
KC,BAL,3,2,6,4,09/01/2019
KC,DET,3,4,6,5,09/04/2019
KC,DET,3,4,5,4,09/05/2019
KC,MIA,3,3,3,0,09/06/2019
KC,MIA,4,2,7,2,09/07/2019
KC,MIA,4,2,0,9,09/08/2019
KC,CHW,3,3,3,7,09/11/2019
KC,CHW,3,3,8,6,09/12/2019
KC,HOU,4,7,1,4,09/14/2019
KC,HOU,3,7,3,12,09/15/2019
KC,OAK,3,3,6,5,09/17/2019
KC,OAK,3,4,0,1,09/18/2019
KC,MIN,3,4,5,8,09/19/2019
KC,MIN,3,4,3,4,09/21/2019
KC,MIN,3,4,8,12,09/22/2019
KC,ATL,3,2,9,6,09/25/2019
KC,ATL,3,2,2,10,09/26/2019
KC,MIN,3,4,2,6,09/28/2019
KC,MIN,3,4,5,4,09/29/2019
KC,CLE,3,4,0,2,07/24/2020
KC,CLE,4,4,3,2,07/25/2020
KC,CLE,3,4,2,9,07/26/2020
KC,DET,3,4,14,6,07/27/2020
KC,DET,4,4,3,4,07/28/2020
KC,DET,3,4,4,5,07/29/2020
KC,DET,3,4,5,3,07/30/2020
KC,CHW,3,3,2,3,08/01/2020
KC,CHW,3,3,2,9,08/02/2020
KC,CHC,3,3,0,2,08/04/2020
KC,CHC,3,3,4,5,08/05/2020
KC,CHC,3,3,1,6,08/06/2020
KC,MIN,3,4,9,6,08/08/2020
KC,MIN,3,4,4,2,08/09/2020
KC,CIN,3,4,5,6,08/11/2020
KC,CIN,2,4,5,4,08/12/2020
KC,MIN,3,4,2,4,08/15/2020
KC,MIN,3,4,2,4,08/16/2020
KC,MIN,3,4,1,4,08/18/2020
KC,CIN,3,4,4,0,08/19/2020
KC,CIN,3,4,0,5,08/20/2020
KC,MIN,3,4,2,7,08/22/2020
KC,MIN,3,4,4,5,08/23/2020
KC,STL,3,3,3,9,08/25/2020
KC,STL,3,4,5,4,08/26/2020
KC,STL,3,4,5,6,08/27/2020
KC,CHW,3,2,5,6,08/28/2020
KC,CHW,3,2,9,6,08/29/2020
KC,CHW,3,3,2,5,08/30/2020
KC,CLE,3,4,2,1,09/01/2020
KC,CLE,3,4,1,10,09/02/2020
KC,CLE,3,4,0,5,09/03/2020
KC,CHW,3,2,6,11,09/04/2020
KC,CHW,3,2,3,5,09/05/2020
KC,CHW,3,2,2,8,09/06/2020
KC,CLE,3,4,2,5,09/07/2020
KC,CLE,3,4,8,6,09/08/2020
KC,CLE,3,4,3,0,09/09/2020
KC,CLE,3,4,11,1,09/10/2020
KC,DET,3,3,0,6,09/15/2020
KC,DET,3,4,4,0,09/16/2020
KC,MIL,3,5,5,9,09/19/2020
KC,MIL,4,5,3,5,09/20/2020
KC,STL,3,3,4,1,09/22/2020
KC,STL,3,3,0,5,09/23/2020
KC,STL,3,3,12,3,09/24/2020
KC,DET,3,3,8,7,09/25/2020
KC,DET,3,4,3,2,09/26/2020
KC,DET,3,3,3,1,09/27/2020
KC,TEX,3,5,14,10,04/01/2021
KC,TEX,3,5,11,4,04/03/2021
KC,TEX,3,5,3,7,04/04/2021
KC,CLE,3,4,3,0,04/05/2021
KC,CLE,3,4,2,4,04/07/2021
KC,CHW,3,2,0,6,04/08/2021
KC,CHW,3,2,4,3,04/11/2021
KC,LAA,3,2,3,10,04/13/2021
KC,LAA,3,2,6,1,04/14/2021
KC,TOR,3,4,7,5,04/16/2021
KC,TOR,3,4,1,5,04/17/2021
KC,TOR,3,4,2,0,04/18/2021
KC,DET,3,4,6,2,04/23/2021
KC,DET,3,4,2,1,04/24/2021
KC,DET,3,3,4,0,04/25/2021
KC,DET,3,3,3,2,04/26/2021
KC,MIN,3,4,11,3,05/01/2021
KC,MIN,3,4,4,13,05/02/2021
KC,CLE,3,4,6,8,05/04/2021
KC,CLE,3,4,3,7,05/05/2021
KC,CLE,3,4,4,5,05/06/2021
KC,CHW,3,2,0,3,05/08/2021
KC,CHW,3,2,3,9,05/09/2021
KC,DET,3,3,7,8,05/11/2021
KC,DET,3,4,2,4,05/12/2021
KC,DET,3,3,3,4,05/13/2021
KC,CHW,3,2,6,2,05/14/2021
KC,CHW,3,2,5,1,05/15/2021
KC,CHW,3,3,3,4,05/16/2021
KC,MIL,3,2,2,0,05/19/2021
KC,MIL,3,2,6,4,05/20/2021
KC,DET,3,4,5,7,05/22/2021
KC,DET,3,3,3,2,05/23/2021
KC,MIN,3,4,8,3,05/29/2021
KC,MIN,3,4,6,3,05/30/2021
KC,MIN,3,4,6,5,06/04/2021
KC,MIN,1,4,4,5,06/05/2021
KC,MIN,3,4,1,2,06/06/2021
KC,LAA,4,2,3,8,06/08/2021
KC,LAA,3,2,1,8,06/09/2021
KC,LAA,4,2,1,6,06/10/2021
KC,OAK,3,3,6,1,06/11/2021
KC,OAK,3,3,2,11,06/12/2021
KC,OAK,3,3,3,6,06/13/2021
KC,DET,3,4,3,10,06/15/2021
KC,DET,3,4,3,4,06/16/2021
KC,BOS,3,5,5,3,06/19/2021
KC,BOS,3,5,7,3,06/20/2021
KC,NYY,3,4,6,5,06/22/2021
KC,NYY,3,4,5,6,06/23/2021
KC,NYY,3,4,1,8,06/24/2021
KC,TEX,3,5,0,8,06/26/2021
KC,TEX,3,4,1,4,06/27/2021
KC,BOS,3,5,5,6,06/28/2021
KC,BOS,3,5,6,7,06/29/2021
KC,BOS,3,5,2,6,06/30/2021
KC,BOS,3,5,1,15,07/01/2021
KC,MIN,3,4,6,3,07/03/2021
KC,MIN,3,4,2,6,07/04/2021
KC,CIN,3,4,2,6,07/06/2021
KC,CIN,3,4,7,6,07/07/2021
KC,CLE,3,5,4,7,07/08/2021
KC,CLE,3,3,1,2,07/09/2021
KC,CLE,3,3,6,14,07/10/2021
